Mach,CD Power-Off
13.98,0.215076985
13.99,0.21507
14,0.215063042
14.01,0.215056095
14.02,0.215049147
14.03,0.215042227
14.04,0.215035306
14.05,0.215028414
14.06,0.215021521
14.07,0.215014637
14.08,0.215007771
14.09,0.215000899
14.1,0.214994061
14.11,0.214987232
14.12,0.21498041
14.13,0.214973609
14.14,0.214966815
14.15,0.214960015
14.16,0.214953249
14.17,0.214946492
14.18,0.214939727
14.19,0.214932987
14.2,0.214926249
14.21,0.214919536
14.22,0.214912841
14.23,0.214906155
14.24,0.214899461
14.25,0.214892776
14.26,0.214886125
14.27,0.214879466
14.28,0.214872842
14.29,0.214866211
14.3,0.214859603
14.31,0.214852988
14.32,0.214846392
14.33,0.214839819
14.34,0.214833254
14.35,0.214826692
14.36,0.214820139
14.37,0.214813593
14.38,0.214807071
14.39,0.214800562
14.4,0.214794051
14.41,0.214787548
14.42,0.214781078
14.43,0.214774586
14.44,0.214768133
14.45,0.214761693
14.46,0.21475525
14.47,0.214748815
14.48,0.214742399
14.49,0.21473598
14.5,0.214729605
14.51,0.214723197
14.52,0.214716822
14.53,0.214710455
14.54,0.214704121
14.55,0.21469777
14.56,0.214691431
14.57,0.214685105
14.58,0.214678797
14.59,0.214672497
14.6,0.214666204
14.61,0.214659915
14.62,0.214653653
14.63,0.214647379
14.64,0.214641137
14.65,0.214634893
14.66,0.214628651
14.67,0.214622442
14.68,0.214616242
14.69,0.214610039
14.7,0.214603838
14.71,0.214597669
14.72,0.214591498
14.73,0.21458533
14.74,0.214579194
14.75,0.214573041
14.76,0.214566919
14.77,0.214560807
14.78,0.214554696
14.79,0.214548592
14.8,0.214542501
14.81,0.214536412
14.82,0.214530356
14.83,0.214524297
14.84,0.21451825
14.85,0.214512215
14.86,0.214506184
14.87,0.214500149
14.88,0.214494156
14.89,0.214488156
14.9,0.214482153
14.91,0.214476182
14.92,0.214470203
14.93,0.214464242
14.94,0.214458293
14.95,0.214452356
14.96,0.214446415
14.97,0.214440508
14.98,0.214434592
14.99,0.214428683
15,0.214422781
15.01,0.214416896
15.02,0.214411019
15.03,0.214405158
15.04,0.214399285
15.05,0.214393463
15.06,0.214387613
15.07,0.214381781
15.08,0.214375956
15.09,0.214370156
15.1,0.214364339
15.11,0.21435856
15.12,0.214352781
15.13,0.214347
15.14,0.214341246
15.15,0.214335488
15.16,0.214329722
15.17,0.214323989
15.18,0.214318261
15.19,0.214312551
15.2,0.214306847
15.21,0.214301141
15.22,0.214295461
15.23,0.214289767
15.24,0.214284085
15.25,0.214278425
15.26,0.214272772
15.27,0.214267134
15.28,0.21426148
15.29,0.214255866
15.3,0.21425024
15.31,0.214244624
15.32,0.21423903
15.33,0.214233433
15.34,0.214227848
15.35,0.214222264
15.36,0.214216706
15.37,0.21421114
15.38,0.214205596
15.39,0.214200052
15.4,0.214194521
15.41,0.21418899
15.42,0.214183472
15.43,0.214177964
15.44,0.214172479
15.45,0.214166974
15.46,0.214161511
15.47,0.214156019
15.48,0.214150569
15.49,0.21414511
15.5,0.214139662
15.51,0.214134225
15.52,0.214128785
15.53,0.214123362
15.54,0.214117959
15.55,0.214112562
15.56,0.214107168
15.57,0.214101768
15.58,0.214096386
15.59,0.214091035
15.6,0.214085653
15.61,0.2140803
15.62,0.214074957
15.63,0.214069625
15.64,0.214064279
15.65,0.214058959
15.66,0.214053646
15.67,0.214048329
15.68,0.214043037
15.69,0.214037757
15.7,0.214032478
15.71,0.214027204
15.72,0.214021927
15.73,0.214016677
15.74,0.214011421
15.75,0.214006183
15.76,0.214000949
15.77,0.213995712
15.78,0.213990516
15.79,0.213985301
15.8,0.213980085
15.81,0.213974892
15.82,0.21396973
15.83,0.213964558
15.84,0.213959357
15.85,0.213954207
15.86,0.213949043
15.87,0.213943904
15.88,0.213938772
15.89,0.213933635
15.9,0.213928524
15.91,0.2139234
15.92,0.213918284
15.93,0.213913192
15.94,0.213908094
15.95,0.213903021
15.96,0.21389793
15.97,0.213892859
15.98,0.213887794
15.99,0.213882745
16,0.213877712
16.01,0.213872658
16.02,0.213867636
16.03,0.21386261
16.04,0.213857583
16.05,0.213852588
16.06,0.213847589
16.07,0.213842589
16.08,0.2138376
16.09,0.213832627
16.1,0.213827654
16.11,0.213822677
16.12,0.21381773
16.13,0.21381278
16.14,0.213807844
16.15,0.213802899
16.16,0.213797985
16.17,0.213793061
16.18,0.213788147
16.19,0.213783234
16.2,0.213778341
16.21,0.21377345
16.22,0.213768563
16.23,0.213763686
16.24,0.21375882
16.25,0.213753954
16.26,0.213749099
16.27,0.213744264
16.28,0.213739409
16.29,0.21373458
16.3,0.213729752
16.31,0.213724932
16.32,0.213720135
16.33,0.213715317
16.34,0.213710523
16.35,0.213705716
16.36,0.213700949
16.37,0.213696162
16.38,0.213691406
16.39,0.213686624
16.4,0.213681877
16.41,0.213677131
16.42,0.213672381
16.43,0.213667661
16.44,0.21366293
16.45,0.213658204
16.46,0.213653494
16.47,0.213648784
16.48,0.213644094
16.49,0.213639384
16.5,0.2136347
16.51,0.213630025
16.52,0.213625345
16.53,0.213620681
16.54,0.213616011
16.55,0.213611357
16.56,0.213606718
16.57,0.213602074
16.58,0.213597444
16.59,0.213592825
16.6,0.213588206
16.61,0.213583602
16.62,0.213578993
16.63,0.213574383
16.64,0.213569774
16.65,0.213565214
16.66,0.213560635
16.67,0.21355606
16.68,0.213551501
16.69,0.213546912
16.7,0.213542371
16.71,0.213537817
16.72,0.213533287
16.73,0.213528751
16.74,0.213524222
16.75,0.213519706
16.76,0.213515186
16.77,0.21351069
16.78,0.213506174
16.79,0.213501678
16.8,0.213497197
16.81,0.213492711
16.82,0.213488239
16.83,0.213483766
16.84,0.213479305
16.85,0.213474847
16.86,0.213470405
16.87,0.213465966
16.88,0.213461519
16.89,0.21345708
16.9,0.213452651
16.91,0.213448232
16.92,0.213443828
16.93,0.213439402
16.94,0.213435018
16.95,0.213430628
16.96,0.213426242
16.97,0.213421856
16.98,0.213417479
16.99,0.213413117
17,0.213408771
17.01,0.213404393
17.02,0.213400055
17.03,0.213395696
17.04,0.213391368
17.05,0.213387028
17.06,0.213382699
17.07,0.213378379
17.08,0.213374068
17.09,0.213369762
17.1,0.213365455
17.11,0.213361153
17.12,0.21335687
17.13,0.213352578
17.14,0.213348314
17.15,0.213344019
17.16,0.213339776
17.17,0.21333551
17.18,0.213331254
17.19,0.213327008
17.2,0.213322771
17.21,0.213318524
17.22,0.213314301
17.23,0.213310067
17.24,0.213305852
17.25,0.213301623
17.26,0.213297433
17.27,0.213293221
17.28,0.213289025
17.29,0.213284847
17.3,0.21328065
17.31,0.213276491
17.32,0.213272302
17.33,0.213268136
17.34,0.213263976
17.35,0.213259824
17.36,0.213255672
17.37,0.213251524
17.38,0.213247406
17.39,0.213243277
17.4,0.213239132
17.41,0.213235011
17.42,0.21323091
17.43,0.213226797
17.44,0.213222689
17.45,0.213218585
17.46,0.213214496
17.47,0.213210416
17.48,0.213206334
17.49,0.213202247
17.5,0.213198185
17.51,0.213194116
17.52,0.213190051
17.53,0.213186001
17.54,0.213181944
17.55,0.213177902
17.56,0.213173864
17.57,0.213169846
17.58,0.213165826
17.59,0.213161791
17.6,0.213157779
17.61,0.213153772
17.62,0.213149768
17.63,0.21314577
17.64,0.213141764
17.65,0.213137783
17.66,0.213133795
17.67,0.213129823
17.68,0.213125854
17.69,0.213121879
17.7,0.213117927
17.71,0.213113961
17.72,0.213110018
17.73,0.21310608
17.74,0.213102134
17.75,0.213098204
17.76,0.213094266
17.77,0.213090338
17.78,0.213086419
17.79,0.213082504
17.8,0.213078603
17.81,0.213074696
17.82,0.213070803
17.83,0.213066903
17.84,0.213063028
17.85,0.213059131
17.86,0.213055268
17.87,0.213051389
17.88,0.21304752
17.89,0.213043664
17.9,0.213039812
17.91,0.213035963
17.92,0.213032103
17.93,0.213028263
17.94,0.213024436
17.95,0.213020614
17.96,0.21301677
17.97,0.213012954
17.98,0.213009143
17.99,0.213005336
18,0.213001531
18.01,0.212997726
18.02,0.21299393
18.03,0.212990147
18.04,0.212986354
18.05,0.21298257
18.06,0.212978808
18.07,0.212975025
18.08,0.212971262
18.09,0.212967511
18.1,0.21296374
18.11,0.212959998
18.12,0.212956269
18.13,0.212952509
18.14,0.212948788
18.15,0.212945034
18.16,0.212941321
18.17,0.21293761
18.18,0.212933879
18.19,0.212930175
18.2,0.212926476
18.21,0.212922765
18.22,0.212919058
18.23,0.212915379
18.24,0.212911695
18.25,0.212908008
18.26,0.212904342
18.27,0.212900652
18.28,0.212897001
18.29,0.21289333
18.3,0.212889677
18.31,0.212886027
18.32,0.212882377
18.33,0.212878729
18.34,0.212875084
18.35,0.212871449
18.36,0.212867837
18.37,0.212864194
18.38,0.212860575
18.39,0.212856963
18.4,0.212853365
18.41,0.212849756
18.42,0.212846141
18.43,0.212842553
18.44,0.212838955
18.45,0.212835375
18.46,0.212831793
18.47,0.212828205
18.48,0.212824645
18.49,0.212821063
18.5,0.212817505
18.51,0.212813956
18.52,0.212810386
18.53,0.212806838
18.54,0.212803299
18.55,0.212799749
18.56,0.212796227
18.57,0.212792692
18.58,0.212789162
18.59,0.212785625
18.6,0.212782126
18.61,0.212778596
18.62,0.212775089
18.63,0.212771586
18.64,0.212768091
18.65,0.212764594
18.66,0.21276109
18.67,0.212757601
18.68,0.212754139
18.69,0.212750646
18.7,0.212747175
18.71,0.212743699
18.72,0.212740251
18.73,0.212736781
18.74,0.212733323
18.75,0.212729871
18.76,0.21272641
18.77,0.212722973
18.78,0.212719546
18.79,0.212716115
18.8,0.212712678
18.81,0.212709244
18.82,0.212705824
18.83,0.212702406
18.84,0.212699008
18.85,0.212695591
18.86,0.212692189
18.87,0.212688795
18.88,0.212685384
18.89,0.212682006
18.9,0.212678622
18.91,0.21267523
18.92,0.212671852
18.93,0.212668467
18.94,0.212665105
18.95,0.212661737
18.96,0.212658371
18.97,0.212655019
18.98,0.212651675
18.99,0.212648329
19,0.212644977
19.01,0.212641621
19.02,0.212638295
19.03,0.212634952
19.04,0.212631647
19.05,0.21262832
19.06,0.212625006
19.07,0.212621695
19.08,0.212618362
19.09,0.212615057
19.1,0.212611762
19.11,0.212608458
19.12,0.212605152
19.13,0.212601871
19.14,0.212598592
19.15,0.212595305
19.16,0.212592022
19.17,0.212588752
19.18,0.212585485
19.19,0.212582221
19.2,0.212578961
19.21,0.212575703
19.22,0.212572433
19.23,0.212569182
19.24,0.212565943
19.25,0.212562712
19.26,0.212559465
19.27,0.212556235
19.28,0.212553009
19.29,0.212549775
19.3,0.212546565
19.31,0.212543332
19.32,0.212540117
19.33,0.212536916
19.34,0.212533691
19.35,0.212530511
19.36,0.212527303
19.37,0.212524103
19.38,0.212520927
19.39,0.212517733
19.4,0.212514552
19.41,0.212511369
19.42,0.212508194
19.43,0.212505031
19.44,0.212501862
19.45,0.21249869
19.46,0.212495538
19.47,0.212492378
19.48,0.212489239
19.49,0.21248607
19.5,0.212482938
19.51,0.212479799
19.52,0.212476648
19.53,0.212473524
19.54,0.212470394
19.55,0.212467261
19.56,0.212464147
19.57,0.212461036
19.58,0.212457911
19.59,0.212454805
19.6,0.212451712
19.61,0.212448612
19.62,0.212445499
19.63,0.212442414
19.64,0.212439308
19.65,0.212436229
19.66,0.212433152
19.67,0.212430063
19.68,0.212426983
19.69,0.212423926
19.7,0.212420845
19.71,0.212417783
19.72,0.212414718
19.73,0.212411661
19.74,0.212408618
19.75,0.212405561
19.76,0.212402513
19.77,0.212399462
19.78,0.212396429
19.79,0.212393394
19.8,0.212390367
19.81,0.212387342
19.82,0.212384315
19.83,0.212381281
19.84,0.212378274
19.85,0.21237526
19.86,0.212372244
19.87,0.212369246
19.88,0.212366235
19.89,0.212363243
19.9,0.212360237
19.91,0.212357249
19.92,0.21235426
19.93,0.212351278
19.94,0.212348308
19.95,0.212345316
19.96,0.212342337
19.97,0.212339386
19.98,0.212336402
19.99,0.212333445
20,0.212330476
20.01,0.212327537
20.02,0.212324582
20.03,0.212321627
20.04,0.212318679
20.05,0.212315724
20.06,0.212312796
20.07,0.212309856
20.08,0.212306918
20.09,0.212303998
20.1,0.212301066
20.11,0.212298151
20.12,0.212295224
20.13,0.212292309
20.14,0.212289403
20.15,0.212286483
20.16,0.212283602
20.17,0.212280688
20.18,0.212277786
20.19,0.212274887
20.2,0.212272005
20.21,0.212269111
20.22,0.212266235
20.23,0.212263346
20.24,0.21226046
20.25,0.212257602
20.26,0.21225473
20.27,0.212251852
20.28,0.212248985
20.29,0.212246136
20.3,0.212243275
20.31,0.212240418
20.32,0.212237577
20.33,0.212234722
20.34,0.212231872
20.35,0.212229032
20.36,0.212226202
20.37,0.212223368
20.38,0.212220538
20.39,0.212217698
20.4,0.212214887
20.41,0.212212053
20.42,0.212209233
20.43,0.212206423
20.44,0.212203623
20.45,0.212200809
20.46,0.212197997
20.47,0.212195199
20.48,0.212192407
20.49,0.212189603
20.5,0.212186822
20.51,0.212184022
20.52,0.212181235
20.53,0.212178451
20.54,0.212175685
20.55,0.212172905
20.56,0.212170128
20.57,0.212167363
20.58,0.212164581
20.59,0.212161821
20.6,0.212159079
20.61,0.212156314
20.62,0.212153561
20.63,0.212150801
20.64,0.212148063
20.65,0.212145318
20.66,0.21214259
20.67,0.212139849
20.68,0.212137111
20.69,0.212134374
20.7,0.212131651
20.71,0.21212892
20.72,0.212126216
20.73,0.212123489
20.74,0.212120775
20.75,0.212118048
20.76,0.212115343
20.77,0.212112646
20.78,0.212109931
20.79,0.212107238
20.8,0.212104528
20.81,0.21210184
20.82,0.212099155
20.83,0.212096461
20.84,0.21209378
20.85,0.212091091
20.86,0.212088414
20.87,0.21208574
20.88,0.212083058
20.89,0.212080388
20.9,0.212077722
20.91,0.212075066
20.92,0.212072419
20.93,0.212069759
20.94,0.212067111
20.95,0.212064444
20.96,0.212061801
20.97,0.21205915
20.98,0.21205651
20.99,0.212053867
21,0.212051238
21.01,0.212048591
21.02,0.21204595
21.03,0.212043332
21.04,0.212040706
21.05,0.212038083
21.06,0.212035462
21.07,0.212032853
21.08,0.212030236
21.09,0.212027632
21.1,0.212025019
21.11,0.212022419
21.12,0.212019811
21.13,0.212017225
21.14,0.212014622
21.15,0.21201203
21.16,0.21200945
21.17,0.212006864
21.18,0.212004279
21.19,0.21200168
21.2,0.21199911
21.21,0.211996531
21.22,0.211993966
21.23,0.211991391
21.24,0.211988829
21.25,0.211986255
21.26,0.211983697
21.27,0.211981132
21.28,0.211978579
21.29,0.211976027
21.3,0.211973488
21.31,0.211970941
21.32,0.211968397
21.33,0.211965839
21.34,0.211963308
21.35,0.21196077
21.36,0.211958234
21.37,0.21195572
21.38,0.211953198
21.39,0.211950653
21.4,0.211948135
21.41,0.211945619
21.42,0.211943106
21.43,0.211940604
21.44,0.211938085
21.45,0.211935572
21.46,0.211933067
21.47,0.211930564
21.48,0.211928058
21.49,0.211925559
21.5,0.211923072
21.51,0.211920578
21.52,0.211918095
21.53,0.211915614
21.54,0.21191312
21.55,0.211910653
21.56,0.211908169
21.57,0.211905681
21.58,0.21190321
21.59,0.211900753
21.6,0.211898296
21.61,0.211895832
21.62,0.21189337
21.63,0.211890905
21.64,0.211888446
21.65,0.211885984
21.66,0.21188354
21.67,0.211881098
21.68,0.211878633
21.69,0.211876204
21.7,0.211873758
21.71,0.211871319
21.72,0.211868887
21.73,0.211866457
21.74,0.211864039
21.75,0.211861613
21.76,0.211859183
21.77,0.211856761
21.78,0.211854325
21.79,0.211851918
21.8,0.211849512
21.81,0.211847092
21.82,0.211844689
21.83,0.21184229
21.84,0.211839891
21.85,0.21183748
21.86,0.211835085
21.87,0.211832678
21.88,0.211830297
21.89,0.211827909
21.9,0.211825517
21.91,0.211823132
21.92,0.211820735
21.93,0.211818363
21.94,0.211815994
21.95,0.211813612
21.96,0.211811248
21.97,0.211808859
21.98,0.211806508
21.99,0.211804149
22,0.211801791
22.01,0.211799421
22.02,0.211797068
22.03,0.21179471
22.04,0.211792361
22.05,0.211790009
22.06,0.211787662
22.07,0.211785329
22.08,0.211782981
22.09,0.211780626
22.1,0.211778297
22.11,0.211775971
22.12,0.211773632
22.13,0.211771309
22.14,0.211768973
22.15,0.211766654
22.16,0.211764321
22.17,0.211762007
22.18,0.211759688
22.19,0.211757376
22.2,0.211755061
22.21,0.211752755
22.22,0.211750444
22.23,0.21174814
22.24,0.211745847
22.25,0.211743541
22.26,0.211741228
22.27,0.211738951
22.28,0.211736651
22.29,0.211734358
22.3,0.211732087
22.31,0.211729783
22.32,0.2117275
22.33,0.211725234
22.34,0.211722961
22.35,0.211720673
22.36,0.211718398
22.37,0.21171613
22.38,0.211713858
22.39,0.211711593
22.4,0.211709324
22.41,0.211707074
22.42,0.211704809
22.43,0.211702562
22.44,0.2117003
22.45,0.211698056
22.46,0.211695799
22.47,0.211693544
22.48,0.211691305
22.49,0.211689062
22.5,0.211686827
22.51,0.211684579
22.52,0.211682341
22.53,0.211680122
22.54,0.211677879
22.55,0.211675648
22.56,0.211673423
22.57,0.211671205
22.58,0.211668984
22.59,0.21166676
22.6,0.211664562
22.61,0.211662341
22.62,0.211660121
22.63,0.21165792
22.64,0.211655704
22.65,0.211653506
22.66,0.211651303
22.67,0.211649093
22.68,0.211646899
22.69,0.211644702
22.7,0.211642497
22.71,0.211640318
22.72,0.211638127
22.73,0.211635951
22.74,0.211633763
22.75,0.211631566
22.76,0.211629381
22.77,0.211627222
22.78,0.211625041
22.79,0.211622876
22.8,0.211620698
22.81,0.211618521
22.82,0.211616346
22.83,0.211614199
22.84,0.211612027
22.85,0.211609867
22.86,0.211607715
22.87,0.211605558
22.88,0.211603394
22.89,0.211601266
22.9,0.211599104
22.91,0.211596955
22.92,0.211594821
22.93,0.211592675
22.94,0.21159053
22.95,0.211588387
22.96,0.211586261
22.97,0.211584121
22.98,0.211581993
22.99,0.211579847
23,0.211577737
23.01,0.211575613
23.02,0.211573483
23.03,0.211571377
23.04,0.211569249
23.05,0.211567133
23.06,0.211565017
23.07,0.21156291
23.08,0.211560798
23.09,0.211558688
23.1,0.211556579
23.11,0.211554487
23.12,0.211552382
23.13,0.211550278
23.14,0.211548177
23.15,0.211546087
23.16,0.211544003
23.17,0.211541905
23.18,0.21153982
23.19,0.211537726
23.2,0.211535659
23.21,0.211533568
23.22,0.211531489
23.23,0.211529411
23.24,0.211527325
23.25,0.211525251
23.26,0.211523168
23.27,0.211521112
23.28,0.211519053
23.29,0.211516974
23.3,0.211514934
23.31,0.211512858
23.32,0.211510805
23.33,0.211508743
23.34,0.211506683
23.35,0.211504634
23.36,0.211502576
23.37,0.211500531
23.38,0.211498492
23.39,0.21149645
23.4,0.211494399
23.41,0.21149236
23.42,0.211490337
23.43,0.211488291
23.44,0.211486242
23.45,0.211484223
23.46,0.211482192
23.47,0.211480162
23.48,0.211478133
23.49,0.211476107
23.5,0.211474091
23.51,0.211472072
23.52,0.21147006
23.53,0.211468039
23.54,0.211466019
23.55,0.211464002
23.56,0.211461996
23.57,0.211459991
23.58,0.211457978
23.59,0.211455991
23.6,0.211453965
23.61,0.211451982
23.62,0.211449985
23.63,0.21144799
23.64,0.211445995
23.65,0.211443992
23.66,0.211442011
23.67,0.211440022
23.68,0.211438033
23.69,0.211436046
23.7,0.211434076
23.71,0.211432087
23.72,0.211430111
23.73,0.211428124
23.74,0.21142617
23.75,0.211424192
23.76,0.211422216
23.77,0.211420251
23.78,0.211418277
23.79,0.211416315
23.8,0.211414355
23.81,0.211412396
23.82,0.211410428
23.83,0.211408472
23.84,0.211406528
23.85,0.211404565
23.86,0.211402613
23.87,0.211400663
23.88,0.211398714
23.89,0.211396792
23.9,0.21139483
23.91,0.211392885
23.92,0.211390943
23.93,0.211389027
23.94,0.211387071
23.95,0.211385158
23.96,0.211383215
23.97,0.211381294
23.98,0.211379344
23.99,0.211377436
24,0.2113755
24.01,0.21137358
24.02,0.211371651
24.03,0.211369749
24.04,0.211367817
24.05,0.211365903
24.06,0.211364005
24.07,0.211362094
24.08,0.211360169
24.09,0.211358259
24.1,0.211356352
24.11,0.211354446
24.12,0.211352552
24.13,0.211350658
24.14,0.211348756
24.15,0.211346866
24.16,0.211344957
24.17,0.21134307
24.18,0.211341183
24.19,0.211339289
24.2,0.211337405
24.21,0.211335523
24.22,0.211333642
24.23,0.211331763
24.24,0.211329875
24.25,0.211327993
24.26,0.211326123
24.27,0.211324244
24.28,0.211322362
24.29,0.2113205
24.3,0.211318631
24.31,0.211316763
24.32,0.211314895
24.33,0.211313029
24.34,0.211311176
24.35,0.211309312
24.36,0.211307461
24.37,0.211305601
24.38,0.211303742
24.39,0.211301894
24.4,0.211300043
24.41,0.211298188
24.42,0.211296344
24.43,0.211294492
24.44,0.211292652
24.45,0.211290812
24.46,0.211288974
24.47,0.211287138
24.48,0.211285302
24.49,0.211283452
24.5,0.21128162
24.51,0.211279789
24.52,0.211277969
24.53,0.21127613
24.54,0.211274312
24.55,0.211272486
24.56,0.211270656
24.57,0.211268842
24.58,0.211267021
24.59,0.2112652
24.6,0.211263379
24.61,0.211261572
24.62,0.211259765
24.63,0.211257959
24.64,0.211256139
24.65,0.211254327
24.66,0.211252525
24.67,0.211250714
24.68,0.211248925
24.69,0.211247127
24.7,0.211245315
24.71,0.21124352
24.72,0.211241726
24.73,0.211239934
24.74,0.211238152
24.75,0.211236336
24.76,0.211234558
24.77,0.21123277
24.78,0.211230984
24.79,0.211229209
24.8,0.211227425
24.81,0.211225637
24.82,0.211223856
24.83,0.211222087
24.84,0.211220293
24.85,0.21121854
24.86,0.211216759
24.87,0.211214994
24.88,0.211213231
24.89,0.211211458
24.9,0.211209682
24.91,0.211207932
24.92,0.211206164
24.93,0.211204416
24.94,0.21120265
24.95,0.211200881
24.96,0.211199137
24.97,0.211197385
24.98,0.211195634
24.99,0.211193884
25,0.21119213
