Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
46.89814,S,46.89814,0.5136603,0.003286778,0.3498184,0.000006847083,0,13.13735,6.236134,0.0001221335,36.90212,45.26463,2.654764,-16.9050358630962,-16.90331,-0.2415545,571.896305408404,-571.57,9.047295,-88.06113,-89.09315,4949.915,638.7703
46.99812,S,46.99812,0.5150685,0.003227774,0.3497434,0.000006727058,0,13.13735,6.282156,0.0001209034,36.90212,45.26463,2.654764,-16.7923435429391,-16.7906,-0.2419779,573.578733535136,-573.2542,9.023116,-88.06928,-89.09823,4892.665,639.6739
47.0981,S,47.0981,0.516466,0.003170494,0.3496687,0.000006610175,0,13.13735,6.328185,0.000119698,36.90212,45.26463,2.654764,-16.6796213506366,-16.67786,-0.2423927,575.250077870434,-574.9273,8.998896,-88.07736,-89.10326,4835.247,640.575
47.19809,S,47.19809,0.5178524,0.003115491,0.3495943,0.000006483778,0,13.13735,6.374211,0.0001182877,36.90212,45.26463,2.654764,-16.5669092883501,-16.56513,-0.2427992,576.910138288668,-576.5891,8.974633,-88.08535,-89.10826,4777.663,641.4737
47.29807,S,47.29807,0.5192277,0.003062828,0.3495202,0.000006376632,0,13.13735,6.420227,0.000117197,36.90212,45.26463,2.654764,-16.4542273367045,-16.45243,-0.2431961,578.558714760173,-578.2394,8.950332,-88.09326,-89.11321,4719.913,642.3699
47.39805,S,47.39805,0.520592,0.003007914,0.3494464,0.000006264566,0,13.13735,6.46624,0.0001159863,36.90212,45.26463,2.654764,-16.3415455526933,-16.33973,-0.2435869,580.1960069095,-579.8784,8.92599,-88.1011,-89.11813,4661.999,643.2637
47.49804,S,47.49804,0.5219455,0.002958494,0.3493729,0.000006162867,0,13.13735,6.512243,0.0001149387,36.90212,45.26463,2.654764,-16.2288938683289,-16.22706,-0.2439671,581.822114518361,-581.5062,8.90161,-88.10885,-89.12299,4603.921,644.1551
47.59802,S,47.59802,0.523288,0.002908325,0.3492996,0.000006060622,0,13.13735,6.558236,0.0001138533,36.90212,45.26463,2.654764,-16.1162723257828,-16.11442,-0.2443394,583.436837441234,-583.1226,8.877192,-88.11652,-89.12782,4545.681,645.044
47.698,S,47.698,0.5246195,0.002865329,0.3492266,0.000005971844,0,13.13735,6.604208,0.0001129951,36.90212,45.26463,2.654764,-16.0036909415154,-16.00182,-0.2447048,585.040275529429,-584.7277,8.852737,-88.12411,-89.13261,4487.28,645.9305
47.79799,S,47.79799,0.5259402,0.00281757,0.3491538,0.000005873758,0,13.13735,6.650169,0.0001119353,36.90212,45.26463,2.654764,-15.8911396562363,-15.88925,-0.2450592,586.632628429918,-586.3217,8.828247,-88.13165,-89.13736,4428.72,646.8145
47.89797,S,47.89797,0.5272502,0.002765586,0.3490813,0.00000576686,0,13.13735,6.696113,0.0001106798,36.90212,45.26463,2.654764,-15.7786385590041,-15.77673,-0.2454084,588.213796017192,-587.9045,8.803721,-88.13911,-89.14207,4370,647.6961
47.99795,S,47.99795,0.5285491,0.002716453,0.349009,0.000005665487,0,13.13735,6.742029,0.0001095019,36.90212,45.26463,2.654764,-15.6661975799524,-15.66427,-0.2457478,589.783478302635,-589.4758,8.779162,-88.14648,-89.14675,4311.124,648.5753
48.09793,S,48.09793,0.5298372,0.002665478,0.3489369,0.000005560264,0,13.13735,6.787928,0.0001082216,36.90212,45.26463,2.654764,-15.5537967691669,-15.55185,-0.2460803,591.342174758825,-591.0361,8.754568,-88.1538,-89.15138,4252.09,649.452
48.19792,S,48.19792,0.5311145,0.002626534,0.3488651,0.00000546507,0,13.13735,6.833798,0.0001071091,36.90212,45.26463,2.654764,-15.4414760815497,-15.43951,-0.2464032,592.889585465444,-592.5851,8.729942,-88.16103,-89.15598,4192.901,650.3262
48.2979,S,48.2979,0.532381,0.002587384,0.3487935,0.000005384038,0,13.13735,6.879643,0.0001062501,36.90212,45.26463,2.654764,-15.3292055549739,-15.32722,-0.2467185,594.425910092117,-594.123,8.705284,-88.1682,-89.16055,4133.558,651.1979
48.39788,S,48.39788,0.5336367,0.002547746,0.3487221,0.000005301406,0,13.13735,6.925449,0.000105337,36.90212,45.26463,2.654764,-15.2170351630242,-15.21503,-0.2470248,595.950848689859,-595.6495,8.680596,-88.1753,-89.16507,4074.062,652.0672
48.49787,S,48.49787,0.5348815,0.002502555,0.3486509,0.000005221238,0,13.13735,6.971222,0.0001044506,36.90212,45.26463,2.654764,-15.1049449153561,-15.10292,-0.2473224,597.464600935414,-597.1648,8.655878,-88.18233,-89.16956,4014.414,652.934
48.59785,S,48.59785,0.5361155,0.002459263,0.3485799,0.000005130631,0,13.13735,7.016959,0.0001033319,36.90212,45.26463,2.654764,-14.9929548199012,-14.99091,-0.2476118,598.967166672352,-598.6689,8.63113,-88.1893,-89.17401,3954.615,653.7984
48.69783,S,48.69783,0.5373387,0.002419308,0.3485091,0.000005046779,0,13.13735,7.062658,0.0001023254,36.90212,45.26463,2.654764,-14.881044908645,-14.87898,-0.2478946,600.458645667776,-600.1619,8.606353,-88.1962,-89.17844,3894.666,654.6603
48.79782,S,48.79782,0.5385513,0.002375627,0.3484385,0.000004955376,0,13.13735,7.108317,0.0001011417,36.90212,45.26463,2.654764,-14.7692351251147,-14.76715,-0.2481674,601.938837900466,-601.6436,8.581548,-88.20303,-89.18282,3834.568,655.5197
48.8978,S,48.8978,0.5397531,0.002343829,0.348368,0.000004887758,0,13.13735,7.153932,0.0001004216,36.90212,45.26463,2.654764,-14.6575355172822,-14.65543,-0.248433,603.408043045665,-603.1143,8.556715,-88.20979,-89.18717,3774.323,656.3766
48.99778,S,48.99778,0.5409439,0.002309103,0.3482977,0.000004814441,0,13.13735,7.199492,0.00009956477,36.90212,45.26463,2.654764,-14.5459760326626,-14.54385,-0.2486884,604.865661280328,-604.5734,8.531857,-88.2165,-89.19148,3713.931,657.231
49.09777,S,49.09777,0.5421243,0.002281358,0.3482276,0.00000475529,0,13.13735,7.245008,0.00009898273,36.90212,45.26463,2.654764,-14.4345167116901,-14.43237,-0.2489355,606.312492074016,-606.0217,8.506973,-88.22313,-89.19577,3653.394,658.0829
49.19775,S,49.19775,0.5432941,0.002247013,0.3481576,0.000004682983,0,13.13735,7.290483,0.00009810869,36.90212,45.26463,2.654764,-14.3231576199506,-14.32099,-0.2491779,607.74833535697,-607.459,8.482065,-88.22971,-89.20002,3592.712,658.9324
49.29773,S,49.29773,0.544453,0.002206237,0.3480878,0.000004596578,0,13.13735,7.335896,0.00009691733,36.90212,45.26463,2.654764,-14.211948635114,-14.20976,-0.2494088,609.172891136099,-608.885,8.457133,-88.23623,-89.20424,3531.888,659.7794
49.39772,S,49.39772,0.5456014,0.002166729,0.3480181,0.000004512094,0,13.13735,7.381255,0.00009574299,36.90212,45.26463,2.654764,-14.1008798698012,-14.09867,-0.2496344,610.586359240472,-610.2999,8.43218,-88.24269,-89.20843,3470.921,660.6238
49.4977,S,49.4977,0.546739,0.002135915,0.3479486,0.000004446453,0,13.13735,7.426552,0.00009494767,36.90212,45.26463,2.654764,-13.989961233883,-13.98773,-0.2498495,611.988639497713,-611.7036,8.407205,-88.24908,-89.21259,3409.814,661.4658
49.59768,S,49.59768,0.547866,0.002107717,0.3478791,0.000004385374,0,13.13735,7.471785,0.00009423212,36.90212,45.26463,2.654764,-13.8791927815291,-13.87694,-0.250057,613.379731807492,-613.0961,8.382208,-88.25542,-89.21671,3348.567,662.3053
49.69767,S,49.69767,0.5489824,0.002069819,0.3478098,0.00000431925,0,13.13735,7.516963,0.00009339061,36.90212,45.26463,2.654764,-13.7685644959626,-13.76629,-0.2502557,614.759935904776,-614.4777,8.357191,-88.2617,-89.2208,3287.182,663.1422
49.79765,S,49.79765,0.5500883,0.002042916,0.3477407,0.00000426092,0,13.13735,7.562068,0.0000927002,36.90212,45.26463,2.654764,-13.6581163972972,-13.65582,-0.2504469,616.129051729872,-615.8482,8.332154,-88.26791,-89.22486,3225.658,663.9767
49.89763,S,49.89763,0.5511838,0.002007736,0.3476716,0.000004184868,0,13.13735,7.60711,0.00009160575,36.90212,45.26463,2.654764,-13.5478184884976,-13.5455,-0.2506303,617.487279099417,-617.2078,8.307099,-88.27408,-89.2289,3163.999,664.8087
49.99762,S,49.99762,0.5522685,0.001977616,0.3476026,0.000004119906,0,13.13735,7.65208,0.00009073444,36.90212,45.26463,2.654764,-13.4377007772863,-13.43536,-0.2508064,618.834318001892,-618.5562,8.282026,-88.28019,-89.23289,3102.204,665.6381
50.0976,S,50.0976,0.5533428,0.001953751,0.3475337,0.000004067458,0,13.13735,7.696977,0.00009012238,36.90212,45.26463,2.654764,-13.3277631845127,-13.3254,-0.2509708,620.170368258325,-619.8936,8.256937,-88.28623,-89.23687,3040.274,666.465
50.19758,S,50.19758,0.5544066,0.001923657,0.3474649,0.000004001748,0,13.13735,7.741803,0.0000892001,36.90212,45.26463,2.654764,-13.2179958294779,-13.21561,-0.2511296,621.495629637152,-621.2202,8.231832,-88.29223,-89.24081,2978.212,667.2895
50.29757,S,50.29757,0.5554599,0.001893489,0.3473962,0.000003950466,0,13.13735,7.786546,0.00008858307,36.90212,45.26463,2.654764,-13.1084286828029,-13.10602,-0.2512813,622.809602219747,-622.5355,8.20671,-88.29817,-89.24473,2916.017,668.1114
50.39755,S,50.39755,0.5565028,0.001865062,0.3473276,0.000003888296,0,13.13735,7.83121,0.00008770604,36.90212,45.26463,2.654764,-12.9990616923618,-12.99663,-0.251423,624.11278570305,-623.84,8.181574,-88.30406,-89.24862,2853.692,668.9308
50.49753,S,50.49753,0.5575354,0.00183901,0.347259,0.000003830751,0,13.13735,7.875796,0.00008691676,36.90212,45.26463,2.654764,-12.8898849367953,-12.88743,-0.2515585,625.405179952441,-625.1337,8.156424,-88.30989,-89.25248,2791.237,669.7477
50.59752,S,50.59752,0.5585577,0.001808624,0.3471905,0.000003763901,0,13.13735,7.920298,0.00008589913,36.90212,45.26463,2.654764,-12.7809183461178,-12.77844,-0.2516842,626.68668493464,-626.4165,8.131261,-88.31568,-89.25631,2728.653,670.562
50.6975,S,50.6975,0.5595695,0.001774275,0.3471221,0.000003703226,0,13.13735,7.964714,0.00008500475,36.90212,45.26463,2.654764,-12.6721520025967,-12.66965,-0.251804,627.957200588721,-627.6883,8.106087,-88.32142,-89.26012,2665.941,671.3739
50.79748,S,50.79748,0.5605709,0.001757475,0.3470537,0.000003664544,0,13.13735,8.00904,0.00008460126,36.90212,45.26463,2.654764,-12.5636158391521,-12.56109,-0.2519146,629.216826713706,-628.9492,8.0809,-88.32709,-89.26389,2603.103,672.1832
50.89746,S,50.89746,0.5615622,0.001738802,0.3469854,0.000003622023,0,13.13735,8.05328,0.00008409771,36.90212,45.26463,2.654764,-12.4552798529273,-12.45273,-0.2520154,630.465863110942,-630.1995,8.055703,-88.3327,-89.26764,2540.139,672.9901
50.99745,S,50.99745,0.5625432,0.00170405,0.3469171,0.00000354559,0,13.13735,8.097422,0.00008279026,36.90212,45.26463,2.654764,-12.3471941184298,-12.34462,-0.2521104,631.703909825011,-631.4388,8.030496,-88.33829,-89.27136,2477.051,673.7944
51.09743,S,51.09743,0.5635138,0.00167492,0.3468489,0.000003495281,0,13.13735,8.141472,0.0000820753,36.90212,45.26463,2.654764,-12.2393286326523,-12.23673,-0.2521989,632.931166702972,-632.6673,8.00528,-88.34383,-89.27506,2413.839,674.5962
51.19741,S,51.19741,0.5644744,0.001658633,0.3467807,0.000003457363,0,13.13735,8.185425,0.00008163892,36.90212,45.26463,2.654764,-12.131703317407,-12.12908,-0.2522771,634.147733636798,-633.8851,7.980057,-88.3493,-89.27873,2350.506,675.3954
51.2974,S,51.2974,0.5654246,0.001641741,0.3467125,0.00000341783,0,13.13735,8.229275,0.00008115342,36.90212,45.26463,2.654764,-12.024328183885,-12.02168,-0.2523455,635.353310589622,-635.0919,7.954826,-88.35472,-89.28238,2287.05,676.1922
51.39738,S,51.39738,0.5663648,0.001605564,0.3466443,0.000003352359,0,13.13735,8.273032,0.00008003751,36.90212,45.26463,2.654764,-11.9171833880118,-11.91451,-0.2524111,636.54849719682,-636.2883,7.929587,-88.36012,-89.286,2223.475,676.9864
51.49736,S,51.49736,0.5672948,0.001590126,0.3465762,0.000003315867,0,13.13735,8.316683,0.0000795993,36.90212,45.26463,2.654764,-11.8102987510346,-11.8076,-0.2524655,637.732893630452,-637.4739,7.904344,-88.36544,-89.2896,2159.781,677.7781
51.59735,S,51.59735,0.5682148,0.001569565,0.346508,0.00000326878,0,13.13735,8.360229,0.00007889501,36.90212,45.26463,2.654764,-11.7036743854949,-11.70095,-0.2525138,638.906599640124,-638.6488,7.879094,-88.37073,-89.29317,2095.969,678.5673
51.69733,S,51.69733,0.5691245,0.001536761,0.3464399,0.000003195375,0,13.13735,8.403661,0.00007753893,36.90212,45.26463,2.654764,-11.5973202555089,-11.59457,-0.2525542,640.069515262226,-639.8129,7.853841,-88.37598,-89.29671,2032.04,679.3539
51.79731,S,51.79731,0.5700243,0.001520463,0.3463718,0.000003171299,0,13.13735,8.446992,0.00007736637,36.90212,45.26463,2.654764,-11.4912263395511,-11.48845,-0.2525854,641.221940171291,-640.9665,7.828581,-88.38117,-89.30024,1967.996,680.138
51.8973,S,51.8973,0.5709143,0.00150722,0.3463036,0.000003138479,0,13.13735,8.490206,0.00007697228,36.90212,45.26463,2.654764,-11.3854126523497,-11.38261,-0.2526081,642.363874448315,-642.1096,7.803321,-88.38631,-89.30374,1903.836,680.9196
51.99728,S,51.99728,0.5717942,0.001476572,0.3462355,0.000003069662,0,13.13735,8.533311,0.00007568132,36.90212,45.26463,2.654764,-11.2798593018908,-11.27703,-0.2526267,643.495218025696,-643.2421,7.778061,-88.39143,-89.30721,1839.563,681.6987
52.09726,S,52.09726,0.5726639,0.001462549,0.3461673,0.000003050181,0,13.13735,8.576301,0.00007559444,36.90212,45.26463,2.654764,-11.1745961186065,-11.17174,-0.2526337,644.615770875596,-644.3638,7.752801,-88.39648,-89.31067,1775.177,682.4752
52.19725,S,52.19725,0.573524,0.001440214,0.3460991,0.000002998548,0,13.13735,8.619169,0.00007470071,36.90212,45.26463,2.654764,-11.0696232740203,-11.06674,-0.2526365,645.726132632532,-645.4753,7.72754,-88.4015,-89.31409,1710.679,683.2492
52.29723,S,52.29723,0.574374,0.00141503,0.3460309,0.000002940802,0,13.13735,8.661921,0.00007363971,36.90212,45.26463,2.654764,-10.9649506854951,-10.96204,-0.2526313,646.825703481517,-646.576,7.70228,-88.40649,-89.3175,1646.071,684.0207
52.39721,S,52.39721,0.5752143,0.001409621,0.3459627,0.000002938321,0,13.13735,8.704549,0.00007395402,36.90212,45.26463,2.654764,-10.8605682724922,-10.85763,-0.2526143,647.915083036655,-647.6665,7.677019,-88.4114,-89.32088,1581.353,684.7896
52.4972,S,52.4972,0.5760451,0.00138328,0.3458944,0.00000287798,0,13.13735,8.74707,0.00007280322,36.90212,45.26463,2.654764,-10.7564562829846,-10.75349,-0.2525957,648.994271254055,-648.7468,7.651759,-88.4163,-89.32424,1516.527,685.5561
52.59718,S,52.59718,0.5768657,0.001362217,0.3458564,0.000002842728,0,13.13735,8.790218,0.00007227386,36.90212,45.26463,2.654764,-10.6508055563427,-10.64781,-0.252589,650.062668239271,-649.8163,7.626499,-88.42115,-89.32758,1451.594,686.32
52.69716,S,52.69716,0.5776763,0.001347178,0.3458868,0.000002805986,0,13.13735,8.834987,0.00007169649,36.90212,45.26463,2.654764,-10.5411875622508,-10.53816,-0.2526243,651.120273894256,-650.875,7.601239,-88.42595,-89.3309,1386.554,687.0814
52.79715,S,52.79715,0.5784764,0.001317357,0.3459168,0.000002738132,0,13.13735,8.879625,0.00007030985,36.90212,45.26463,2.654764,-10.4318899848866,-10.42883,-0.2526529,652.16678819565,-651.9226,7.575978,-88.43073,-89.3342,1321.409,687.8402
52.89713,S,52.89713,0.5792667,0.001309438,0.3459466,0.000002730237,0,13.13735,8.924149,0.00007045232,36.90212,45.26463,2.654764,-10.3228727215683,-10.31978,-0.2526697,653.202810628276,-652.9597,7.550708,-88.43544,-89.33747,1256.159,688.5966
52.99711,S,52.99711,0.5800465,0.001294309,0.345976,0.000002693036,0,13.13735,8.968533,0.00006983177,36.90212,45.26463,2.654764,-10.2142059511352,-10.21108,-0.2526825,654.227741558047,-653.9857,7.525438,-88.44012,-89.34073,1190.807,689.3503
53.0971,S,53.0971,0.5808166,0.001273268,0.3460051,0.000002657963,0,13.13735,9.012788,0.00006925629,36.90212,45.26463,2.654764,-10.1058495259975,-10.10269,-0.2526844,655.24198074365,-655.001,7.500168,-88.44476,-89.34396,1125.352,690.1016
53.19708,S,53.19708,0.5815764,0.00126039,0.3460339,0.000002624672,0,13.13735,9.056906,0.00006871767,36.90212,45.26463,2.654764,-9.99782758306246,-9.994634,-0.2526808,656.245428131476,-656.0055,7.474898,-88.44936,-89.34717,1059.797,690.8504
53.29706,S,53.29706,0.582326,0.001235016,0.3460624,0.000002565598,0,13.13735,9.100887,0.0000674914,36.90212,45.26463,2.654764,-9.89014104749745,-9.886913,-0.2526683,657.237883704759,-656.999,7.449628,-88.45393,-89.35036,994.1412,691.5966
53.39705,S,53.39705,0.5830656,0.001231699,0.3460906,0.000002567407,0,13.13735,9.144723,0.00006785853,36.90212,45.26463,2.654764,-9.78281491057999,-9.779552,-0.2526465,658.219547391566,-657.9817,7.424361,-88.45844,-89.35352,928.3871,692.3403
53.49703,S,53.49703,0.5837953,0.001203857,0.3461185,0.000002502654,0,13.13735,9.188422,0.00006645756,36.90212,45.26463,2.654764,-9.67581828108163,-9.67252,-0.2526188,659.190719047672,-658.9539,7.3991,-88.46293,-89.35668,862.5354,693.0815
53.59701,S,53.59701,0.584515,0.00119205,0.346146,0.000002486372,0,13.13735,9.231985,0.00006633269,36.90212,45.26463,2.654764,-9.56916111615074,-9.565827,-0.2525832,660.150998629162,-659.9152,7.37384,-88.46737,-89.35981,796.587,693.8201
53.69699,S,53.69699,0.585225,0.001177054,0.3461733,0.000002448832,0,13.13735,9.275398,0.00006563298,36.90212,45.26463,2.654764,-9.46287139107357,-9.459501,-0.2525387,661.100885949534,-660.8661,7.348584,-88.47177,-89.36292,730.5432,694.5563
53.79698,S,53.79698,0.5859246,0.001157834,0.3462002,0.000002416587,0,13.13735,9.318657,0.00006506552,36.90212,45.26463,2.654764,-9.35695614113311,-9.353549,-0.2524863,662.039681174446,-661.8059,7.323333,-88.47614,-89.36601,664.4048,695.2899
53.89696,S,53.89696,0.5866147,0.001150041,0.3462268,0.000002393883,0,13.13735,9.361773,0.00006474726,36.90212,45.26463,2.654764,-9.25139438887248,-9.24795,-0.2524261,662.968283966523,-662.7355,7.298088,-88.48047,-89.36908,598.173,696.0209
53.99694,S,53.99694,0.5872952,0.001126373,0.3462531,0.000002352199,0,13.13735,9.404744,0.00006390677,36.90212,45.26463,2.654764,-9.14618720768611,-9.142705,-0.2523603,663.886394326832,-663.6546,7.272849,-88.48477,-89.37213,531.8488,696.7495
54.09693,S,54.09693,0.5879659,0.001120972,0.3462791,0.000002333985,0,13.13735,9.44756,0.0000636956,36.90212,45.26463,2.654764,-9.04135852013307,-9.037838,-0.2522859,664.794012201602,-664.5632,7.247617,-88.48902,-89.37516,465.4333,697.4755
54.19691,S,54.19691,0.5886265,0.001092355,0.3463047,0.000002282232,0,13.13735,9.490213,0.00006255956,36.90212,45.26463,2.654764,-8.93693135517547,-8.933372,-0.2522038,665.690737701085,-665.4609,7.222393,-88.49326,-89.37818,398.9275,698.199
54.29689,S,54.29689,0.5892777,0.001097386,0.3463301,0.000002285549,0,13.13735,9.532719,0.00006292629,36.90212,45.26463,2.654764,-8.83286667080718,-8.829268,-0.2521115,666.577370446057,-666.3485,7.197177,-88.49742,-89.38117,332.3326,698.92
54.39688,S,54.39688,0.5899193,0.001067064,0.3463551,0.000002229737,0,13.13735,9.57506,0.00006165767,36.90212,45.26463,2.654764,-8.72920267456093,-8.725564,-0.2520163,667.453610527611,-667.2257,7.171971,-88.50159,-89.38416,265.6494,699.6385
54.49686,S,54.49686,0.5905515,0.00106382,0.3463798,0.000002215703,0,13.13735,9.617253,0.00006153499,36.90212,45.26463,2.654764,-8.6259041407873,-8.622225,-0.2519093,668.31965777817,-668.0927,7.146774,-88.50569,-89.38712,198.879,700.3544
54.59684,S,54.59684,0.5911739,0.001032287,0.3464041,0.000002157607,0,13.13735,9.659285,0.00006017898,36.90212,45.26463,2.654764,-8.52300139933603,-8.519281,-0.2518017,669.175212338164,-668.9492,7.12159,-88.50979,-89.39005,132.0225,701.0678
54.69683,S,54.69683,0.5917872,0.001035401,0.3464282,0.000002156868,0,13.13735,9.701154,0.00006041471,36.90212,45.26463,2.654764,-8.42049202004199,-8.41673,-0.2516783,670.020673900402,-669.7956,7.096416,-88.51382,-89.39298,65.08099,701.7787
