Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
36.49988,S,36.49988,0.3095026,0.04348843,0.3611362,0.00009062882,0,13.13735,1.935168,0.0004864254,36.90212,45.26463,2.654764,-27.4376713626522,-27.43723,-0.1556269,338.738139276857,-338.0583,11.18124,-86.32589,-88.10564,9777.041,532.8032
36.59986,S,36.59986,0.3119614,0.04186924,0.3609737,0.00008726167,0,13.13735,1.967964,0.0004764964,36.90212,45.26463,2.654764,-27.3573493915554,-27.3569,-0.156806,341.471103312054,-340.7977,11.1656,-86.35923,-88.12348,9743.084,533.9206
36.69985,S,36.69985,0.314412,0.04034194,0.3608128,0.00008406735,0,13.13735,2.000988,0.0004669572,36.90212,45.26463,2.654764,-27.2764774926097,-27.27602,-0.157979,344.195979448016,-343.5289,11.14985,-86.39191,-88.14101,9708.854,535.0363
36.79983,S,36.79983,0.3168543,0.03892343,0.3606534,0.00008111005,0,13.13735,2.034242,0.0004582127,36.90212,45.26463,2.654764,-27.1950456593097,-27.19458,-0.1591447,346.912864419215,-346.252,11.13399,-86.42393,-88.15825,9674.351,536.1505
36.89981,S,36.89981,0.3192885,0.03758758,0.3604954,0.00007832277,0,13.13735,2.067725,0.0004499389,36.90212,45.26463,2.654764,-27.1130438943512,-27.11257,-0.1603035,349.621755213019,-348.967,11.11802,-86.45533,-88.17519,9639.576,537.2631
36.9998,S,36.9998,0.3217143,0.03632903,0.3603389,0.00007569161,0,13.13735,2.101434,0.0004420969,36.90212,45.26463,2.654764,-27.0304922036059,-27.03001,-0.1614564,352.322548587871,-351.6738,11.10193,-86.48613,-88.19184,9604.53,538.3741
37.09978,S,37.09978,0.3241317,0.03513371,0.3601837,0.00007319941,0,13.13735,2.135364,0.0004346239,36.90212,45.26463,2.654764,-26.947400580688,-26.94691,-0.1626023,355.015142041165,-354.3723,11.08572,-86.51635,-88.20822,9569.215,539.4835
37.19976,S,37.19976,0.3265406,0.03398652,0.3600301,0.0000708093,0,13.13735,2.169519,0.0004273327,36.90212,45.26463,2.654764,-26.8637590339458,-26.86326,-0.1637425,357.699433039114,-357.0624,11.06939,-86.54603,-88.22433,9533.629,540.5912
37.29975,S,37.29975,0.328941,0.03288401,0.3598778,0.00006850705,0,13.13735,2.203894,0.0004201606,36.90212,45.26463,2.654764,-26.7795775600023,-26.77907,-0.1648764,360.375420197061,-359.7441,11.05296,-86.57517,-88.24017,9497.774,541.6973
37.39973,S,37.39973,0.3313327,0.03181363,0.3597269,0.00006628565,0,13.13735,2.238489,0.0004130846,36.90212,45.26463,2.654764,-26.6948561673448,-26.69434,-0.1660053,363.043000002712,-362.4173,11.03641,-86.60381,-88.25576,9461.653,542.8018
37.49971,S,37.49971,0.3337159,0.03077959,0.3595774,0.00006413443,0,13.13735,2.273301,0.0004060568,36.90212,45.26463,2.654764,-26.6096048476473,-26.60908,-0.1671278,365.702170608227,-365.082,11.01975,-86.63196,-88.27109,9425.265,543.9047
37.5997,S,37.5997,0.3360902,0.02977788,0.3594292,0.00006205044,0,13.13735,2.308327,0.0003990737,36.90212,45.26463,2.654764,-26.5238236051268,-26.52329,-0.1682445,368.352730123278,-367.738,11.00298,-86.65961,-88.28618,9388.61,545.0058
37.69968,S,37.69968,0.3384562,0.02881867,0.3592824,0.00006004966,0,13.13735,2.343572,0.0003922572,36.90212,45.26463,2.654764,-26.4375124403263,-26.43697,-0.1693554,370.995074906916,-370.3857,10.98609,-86.68679,-88.30103,9351.691,546.1052
37.79966,S,37.79966,0.3408134,0.02790007,0.3591369,0.00005813256,0,13.13735,2.37903,0.0003856301,36.90212,45.26463,2.654764,-26.3506813497186,-26.35013,-0.1704599,373.628904541463,-373.0248,10.9691,-86.71349,-88.31566,9314.508,547.203
37.89965,S,37.89965,0.3431616,0.02702141,0.3589927,0.0000562936,0,13.13735,2.414699,0.0003791767,36.90212,45.26463,2.654764,-26.2633303337613,-26.26277,-0.171558,376.253915599594,-375.655,10.95198,-86.73974,-88.33005,9277.061,548.2991
37.99963,S,37.99963,0.345501,0.02616969,0.3588499,0.00005452427,0,13.13735,2.450576,0.0003728589,36.90212,45.26463,2.654764,-26.1754693953524,-26.1749,-0.1726501,378.870307488757,-378.2765,10.93476,-86.76556,-88.34422,9239.351,549.3934
38.09961,S,38.09961,0.3478313,0.02535292,0.3587083,0.00005282644,0,13.13735,2.486659,0.000366707,36.90212,45.26463,2.654764,-26.0870985330555,-26.08652,-0.1737359,381.4777786198,-380.889,10.91744,-86.79092,-88.35818,9201.379,550.486
38.1996,S,38.1996,0.3501529,0.02457929,0.358568,0.00005120163,0,13.13735,2.522952,0.0003607516,36.90212,45.26463,2.654764,-25.9982177440332,-25.99763,-0.1748149,384.076625426425,-383.4928,10.9,-86.81587,-88.37193,9163.146,551.5769
38.29958,S,38.29958,0.3524652,0.02383977,0.358429,0.00004966064,0,13.13735,2.559447,0.0003550884,36.90212,45.26463,2.654764,-25.9088470316673,-25.90825,-0.1758876,386.666447341893,-386.0875,10.88245,-86.8404,-88.38546,9124.653,552.666
38.39956,S,38.39956,0.3547685,0.02312435,0.3582912,0.0000481811,0,13.13735,2.596146,0.0003495787,36.90212,45.26463,2.654764,-25.8189763987883,-25.81837,-0.1769543,389.2475425631,-388.6734,10.8648,-86.86453,-88.3988,9085.903,553.7534
38.49955,S,38.49955,0.3570627,0.02243188,0.3581547,0.00004673368,0,13.13735,2.633044,0.0003440226,36.90212,45.26463,2.654764,-25.7286158402546,-25.728,-0.1780142,391.819509861049,-391.2501,10.84705,-86.88827,-88.41193,9046.895,554.839
38.59953,S,38.59953,0.3593479,0.02176874,0.3580194,0.00004535977,0,13.13735,2.670144,0.0003387373,36.90212,45.26463,2.654764,-25.6377553630803,-25.63713,-0.1790682,394.382746527097,-393.818,10.82919,-86.91163,-88.42488,9007.628,555.9228
38.69951,S,38.69951,0.3616236,0.02113136,0.3578852,0.00004402409,0,13.13735,2.707439,0.000333475,36.90212,45.26463,2.654764,-25.5464249665115,-25.54579,-0.1801162,396.93675203269,-396.3766,10.81123,-86.93462,-88.43764,8968.105,557.0048
38.7995,S,38.7995,0.3638903,0.02051706,0.3577523,0.00004274836,0,13.13735,2.744931,0.0003284136,36.90212,45.26463,2.654764,-25.4546146422082,-25.45397,-0.1811569,399.481724069823,-398.9261,10.79316,-86.95724,-88.45021,8928.327,558.085
38.89948,S,38.89948,0.3661477,0.01992584,0.3576205,0.00004151787,0,13.13735,2.782618,0.0003234546,36.90212,45.26463,2.654764,-25.3623144002023,-25.36166,-0.1821916,402.017661481508,-401.4665,10.77499,-86.9795,-88.4626,8888.295,559.1635
38.99946,S,38.99946,0.3683956,0.01935071,0.3574899,0.00004031962,0,13.13735,2.820495,0.0003185075,36.90212,45.26463,2.654764,-25.269564240175,-25.2689,-0.1832203,404.54426271016,-403.9975,10.75671,-87.00143,-88.47482,8848.009,560.2401
39.09945,S,39.09945,0.3706342,0.01879918,0.3573605,0.00003916865,0,13.13735,2.858562,0.0003137013,36.90212,45.26463,2.654764,-25.1763341563096,-25.17566,-0.184242,407.061726503158,-406.5193,10.73833,-87.02301,-88.48687,8807.47,561.3148
39.19943,S,39.19943,0.3728634,0.01827062,0.3572322,0.00003806539,0,13.13735,2.89682,0.0003090525,36.90212,45.26463,2.654764,-25.0826441486239,-25.08196,-0.1852567,409.569851690888,-409.0317,10.71985,-87.04426,-88.49874,8766.681,562.3877
39.29941,S,39.29941,0.3750831,0.01775171,0.357105,0.00003697959,0,13.13735,2.935262,0.000304326,36.90212,45.26463,2.654764,-24.9885042285768,-24.98781,-0.1862659,412.068736792166,-411.5348,10.70127,-87.06519,-88.51045,8725.64,563.4587
39.39939,S,39.39939,0.3772932,0.01725472,0.356979,0.00003595268,0,13.13735,2.973888,0.0002998707,36.90212,45.26463,2.654764,-24.8939143865088,-24.89321,-0.1872682,414.558080740204,-414.0283,10.68259,-87.08581,-88.522,8684.349,564.528
39.49938,S,39.49938,0.3794939,0.0167814,0.356854,0.000034958,0,13.13735,3.012697,0.0002954796,36.90212,45.26463,2.654764,-24.7988646263533,-24.79815,-0.188264,417.038181925369,-416.5125,10.66381,-87.10611,-88.53339,8642.81,565.5953
39.59936,S,39.59936,0.3816848,0.01632156,0.3567301,0.00003400619,0,13.13735,3.051687,0.000291252,36.90212,45.26463,2.654764,-24.7033849410664,-24.70266,-0.1892524,419.508639523079,-418.987,10.64493,-87.12611,-88.54464,8601.022,566.6607
39.69934,S,39.69934,0.3838661,0.01587708,0.3566073,0.00003308365,0,13.13735,3.090854,0.0002870831,36.90212,45.26463,2.654764,-24.6074653353329,-24.60673,-0.1902339,421.969551682273,-421.4519,10.62594,-87.14581,-88.55573,8558.987,567.7242
39.79933,S,39.79933,0.3860379,0.01545276,0.3564855,0.00003218806,0,13.13735,3.130201,0.0002829607,36.90212,45.26463,2.654764,-24.5111058152782,-24.51036,-0.1912092,424.421117894061,-423.9074,10.60686,-87.16522,-88.56667,8516.707,568.7859
39.89931,S,39.89931,0.3881996,0.01503133,0.3563648,0.0000313121,0,13.13735,3.169716,0.0002788264,36.90212,45.26463,2.654764,-24.4143363815981,-24.41358,-0.1921784,426.862737230066,-426.3529,10.58768,-87.18436,-88.57746,8474.183,569.8456
39.99929,S,39.99929,0.3903519,0.01463552,0.3562451,0.00003048662,0,13.13735,3.209409,0.0002749646,36.90212,45.26463,2.654764,-24.3171370222575,-24.31637,-0.1931398,429.29510821019,-428.7891,10.56841,-87.20321,-88.58811,8431.414,570.9034
40.09928,S,40.09928,0.3924945,0.01425493,0.3561264,0.00002969267,0,13.13735,3.249276,0.0002712179,36.90212,45.26463,2.654764,-24.2195077506114,-24.21873,-0.194095,431.717830191402,-431.2156,10.54905,-87.22179,-88.59863,8388.401,571.9593
40.19926,S,40.19926,0.3946271,0.01387399,0.3560088,0.00002891114,0,13.13735,3.289307,0.0002674182,36.90212,45.26463,2.654764,-24.1214685636737,-24.12068,-0.1950436,434.130601874811,-433.6321,10.52959,-87.24011,-88.609,8345.146,573.0132
40.29924,S,40.29924,0.3967496,0.01351154,0.3558921,0.00002815294,0,13.13735,3.329503,0.0002636709,36.90212,45.26463,2.654764,-24.0230294619206,-24.02223,-0.1959856,436.533422284376,-436.0386,10.51003,-87.25817,-88.61924,8301.65,574.0652
40.39923,S,40.39923,0.398862,0.01316477,0.3557764,0.00002742622,0,13.13735,3.369859,0.0002600599,36.90212,45.26463,2.654764,-23.9242104298542,-23.9234,-0.1969191,438.92629083268,-438.4351,10.49038,-87.27597,-88.62936,8257.915,575.1152
40.49921,S,40.49921,0.4009647,0.01282816,0.3556617,0.00002671863,0,13.13735,3.410381,0.0002564769,36.90212,45.26463,2.654764,-23.8249714949892,-23.82415,-0.1978472,441.309405742977,-440.8218,10.47063,-87.29353,-88.63934,8213.94,576.1633
40.59919,S,40.59919,0.4030574,0.0124966,0.3555479,0.00002603559,0,13.13735,3.451065,0.00025298,36.90212,45.26463,2.654764,-23.7253426406906,-23.72451,-0.1987679,443.682767068477,-443.1987,10.4508,-87.31084,-88.64919,8169.728,577.2094
40.69918,S,40.69918,0.4051402,0.01218356,0.3554351,0.00002537467,0,13.13735,3.491904,0.0002495525,36.90212,45.26463,2.654764,-23.6253338689976,-23.62449,-0.1996814,446.046173087398,-445.5656,10.43087,-87.32791,-88.65893,8125.278,578.2534
40.79916,S,40.79916,0.4072129,0.01187719,0.3553232,0.00002474281,0,13.13735,3.532902,0.0002462704,36.90212,45.26463,2.654764,-23.5249251856596,-23.52407,-0.2005882,448.399623796261,-447.9225,10.41086,-87.34475,-88.66854,8080.591,579.2955
40.89914,S,40.89914,0.4092752,0.01157657,0.3552122,0.00002412106,0,13.13735,3.574051,0.0002429518,36.90212,45.26463,2.654764,-23.424156583253,-23.42329,-0.2014875,450.742817673496,-450.2691,10.39075,-87.36136,-88.67803,8035.669,580.3357
40.99913,S,40.99913,0.4113275,0.01129243,0.3551022,0.00002352093,0,13.13735,3.61535,0.0002397166,36.90212,45.26463,2.654764,-23.3230180654669,-23.32214,-0.2023796,453.075954100625,-452.6056,10.37055,-87.37774,-88.68741,7990.514,581.3738
41.09911,S,41.09911,0.4133697,0.01101649,0.354993,0.00002294797,0,13.13735,3.656801,0.0002366291,36.90212,45.26463,2.654764,-23.2215096357519,-23.22062,-0.2032648,455.399132066064,-454.9321,10.35026,-87.3939,-88.69667,7945.126,582.4099
41.19909,S,41.19909,0.4154019,0.01074586,0.3548847,0.00002238578,0,13.13735,3.698401,0.0002335271,36.90212,45.26463,2.654764,-23.1196313003289,-23.11873,-0.2041437,457.712350774542,-457.2486,10.32988,-87.40984,-88.70583,7899.505,583.4439
41.29908,S,41.29908,0.4174241,0.01048366,0.3547772,0.00002183963,0,13.13735,3.740149,0.0002304691,36.90212,45.26463,2.654764,-23.0173930438616,-23.01648,-0.2050145,460.015609835967,-459.5551,10.30942,-87.42558,-88.71487,7853.653,584.4759
41.39906,S,41.39906,0.4194359,0.01023309,0.3546707,0.00002131882,0,13.13735,3.782041,0.000227559,36.90212,45.26463,2.654764,-22.9148048747193,-22.91388,-0.2058781,462.308608320217,-461.8513,10.28887,-87.44111,-88.72381,7807.571,585.5059
41.49904,S,41.49904,0.4214371,0.009981639,0.354565,0.00002079332,0,13.13735,3.824065,0.0002244809,36.90212,45.26463,2.654764,-22.8118967980125,-22.81096,-0.2067351,464.590946255115,-464.1368,10.26824,-87.45644,-88.73264,7761.26,586.5338
41.59903,S,41.59903,0.4234283,0.009743365,0.3544601,0.00002029535,0,13.13735,3.866232,0.0002215844,36.90212,45.26463,2.654764,-22.7086288182542,-22.70768,-0.2075857,466.863322179036,-466.4123,10.24753,-87.47156,-88.74136,7714.721,587.5596
41.69901,S,41.69901,0.4254091,0.009514557,0.354356,0.00001981902,0,13.13735,3.908537,0.0002188137,36.90212,45.26463,2.654764,-22.6050309159867,-22.60407,-0.2084278,469.125335316046,-468.6774,10.22673,-87.48648,-88.74998,7667.955,588.5833
41.79899,S,41.79899,0.4273794,0.009291534,0.3542527,0.00001935082,0,13.13735,3.950973,0.0002160252,36.90212,45.26463,2.654764,-22.5011030965082,-22.50013,-0.2092619,471.376884990926,-470.932,10.20584,-87.50121,-88.75851,7620.963,589.6049
41.89898,S,41.89898,0.4293396,0.009079865,0.3541503,0.00001891945,0,13.13735,3.993543,0.0002135451,36.90212,45.26463,2.654764,-22.3968553676802,-22.39587,-0.2100888,473.618370159691,-473.1765,10.18486,-87.51575,-88.76693,7573.747,590.6245
41.99896,S,41.99896,0.4312889,0.008869615,0.3540486,0.00001847707,0,13.13735,4.036237,0.0002108401,36.90212,45.26463,2.654764,-22.2922977414073,-22.2913,-0.2109097,475.848991697521,-475.4101,10.16381,-87.53011,-88.77526,7526.307,591.6418
42.09894,S,42.09894,0.4332282,0.00866414,0.3539477,0.00001804316,0,13.13735,4.079065,0.000208131,36.90212,45.26463,2.654764,-22.1874202013167,-22.18641,-0.2117227,478.069547357048,-477.6336,10.14267,-87.54429,-88.78349,7478.643,592.6572
42.19893,S,42.19893,0.4351569,0.008462682,0.3538476,0.00001763206,0,13.13735,4.122015,0.0002055868,36.90212,45.26463,2.654764,-22.0822427512288,-22.08122,-0.2125282,480.279537387269,-479.8465,10.12145,-87.55829,-88.79163,7430.758,593.6704
42.29891,S,42.29891,0.4370752,0.008269986,0.3537482,0.00001722537,0,13.13735,4.165089,0.000202999,36.90212,45.26463,2.654764,-21.9767553799773,-21.97572,-0.2133249,482.479160875692,-482.049,10.10015,-87.57211,-88.79968,7382.652,594.6815
42.39889,S,42.39889,0.4389828,0.00808857,0.3536496,0.00001685434,0,13.13735,4.20828,0.0002007404,36.90212,45.26463,2.654764,-21.8709881122943,-21.86994,-0.2141154,484.668117096449,-484.2408,10.07876,-87.58576,-88.80764,7334.327,595.6904
42.49887,S,42.49887,0.44088,0.007898496,0.3535517,0.00001645006,0,13.13735,4.251591,0.000197995,36.90212,45.26463,2.654764,-21.7649209415941,-21.76386,-0.2148988,486.846606492271,-486.4221,10.05731,-87.59925,-88.81552,7285.783,596.6972
42.59886,S,42.59886,0.4427665,0.007717658,0.3534546,0.00001607892,0,13.13735,4.295016,0.0001955565,36.90212,45.26463,2.654764,-21.6585738591105,-21.6575,-0.2156742,489.014327873804,-488.5926,10.03578,-87.61257,-88.8233,7237.021,597.7018
42.69884,S,42.69884,0.4446424,0.00754827,0.3533581,0.000015719,0,13.13735,4.338551,0.0001931681,36.90212,45.26463,2.654764,-21.5519668738193,-21.55088,-0.2164425,491.171380992703,-490.7524,10.01418,-87.62572,-88.83099,7188.042,598.7043
42.79882,S,42.79882,0.4465076,0.007389605,0.3532623,0.00001539225,0,13.13735,4.382198,0.0001911058,36.90212,45.26463,2.654764,-21.4450799605597,-21.44398,-0.217201,493.317864160274,-492.9016,9.992486,-87.6387,-88.83862,7138.849,599.7047
42.89881,S,42.89881,0.4483623,0.007227188,0.3531673,0.00001505758,0,13.13735,4.425952,0.0001888666,36.90212,45.26463,2.654764,-21.3379231581769,-21.33681,-0.2179535,495.453678037268,-495.0401,9.970725,-87.65154,-88.84615,7089.441,600.7028
42.99879,S,42.99879,0.4502063,0.007064949,0.3530729,0.00001472337,0,13.13735,4.469815,0.0001865532,36.90212,45.26463,2.654764,-21.2305164568529,-21.22939,-0.218699,497.578821714949,-497.1679,9.948889,-87.66422,-88.8536,7039.82,601.6988
43.09877,S,43.09877,0.4520397,0.006912073,0.3529792,0.00001439384,0,13.13735,4.51378,0.0001842191,36.90212,45.26463,2.654764,-21.1228498438559,-21.12171,-0.2194361,499.693294729426,-499.285,9.926979,-87.67675,-88.86097,6989.987,602.6926
43.19876,S,43.19876,0.4538623,0.006763658,0.3528861,0.00001408724,0,13.13735,4.557845,0.0001821018,36.90212,45.26463,2.654764,-21.0149333290367,-21.01378,-0.2201657,501.796896674767,-501.3912,9.904995,-87.68913,-88.86827,6939.942,603.6841
43.29874,S,43.29874,0.4556742,0.006622414,0.3527938,0.00001379521,0,13.13735,4.602009,0.0001801005,36.90212,45.26463,2.654764,-20.9067769056602,-20.90561,-0.2208871,503.889727064189,-503.4866,9.882939,-87.70135,-88.87549,6889.688,604.6735
43.39872,S,43.39872,0.4574753,0.006484164,0.352702,0.00001350778,0,13.13735,4.646268,0.0001780889,36.90212,45.26463,2.654764,-20.7984005906821,-20.79722,-0.2216019,505.971785351602,-505.5712,9.860811,-87.71343,-88.88262,6839.224,605.6608
43.49871,S,43.49871,0.4592657,0.006343944,0.3526108,0.00001321682,0,13.13735,4.690619,0.0001759604,36.90212,45.26463,2.654764,-20.689784365223,-20.68859,-0.2223081,508.042971195231,-507.6449,9.838613,-87.72538,-88.88969,6788.553,606.6458
43.59869,S,43.59869,0.4610454,0.006204601,0.3525203,0.00001292747,0,13.13735,4.735062,0.0001737821,36.90212,45.26463,2.654764,-20.5809482453762,-20.57974,-0.2230072,510.10338402991,-509.7078,9.816343,-87.73719,-88.89669,6737.675,607.6285
43.69867,S,43.69867,0.4628142,0.006081663,0.3524304,0.00001267119,0,13.13735,4.779595,0.0001719816,36.90212,45.26463,2.654764,-20.4718922074138,-20.47067,-0.2236969,512.152923495858,-511.7598,9.794004,-87.74885,-88.90361,6686.591,608.609
43.79866,S,43.79866,0.4645722,0.00595607,0.3523411,0.00001240887,0,13.13735,4.824211,0.0001700352,36.90212,45.26463,2.654764,-20.3626362806864,-20.3614,-0.2243799,514.191389316354,-513.8007,9.771597,-87.76038,-88.91046,6635.303,609.5873
43.89864,S,43.89864,0.4663192,0.005830281,0.3522524,0.00001214592,0,13.13735,4.868907,0.0001680151,36.90212,45.26463,2.654764,-20.2531804522873,-20.25193,-0.2250549,516.21888099287,-515.8306,9.749122,-87.77177,-88.91724,6583.812,610.5633
43.99862,S,43.99862,0.4680556,0.005713915,0.3521643,0.00001190265,0,13.13735,4.913688,0.0001662047,36.90212,45.26463,2.654764,-20.1435147218243,-20.14225,-0.2257217,518.23559796526,-517.8497,9.72658,-87.78304,-88.92396,6532.118,611.5371
44.09861,S,44.09861,0.4697813,0.005596004,0.3520767,0.00001165516,0,13.13735,4.958552,0.0001642744,36.90212,45.26463,2.654764,-20.033649101197,-20.03237,-0.2263813,520.241539799611,-519.858,9.703971,-87.79418,-88.9306,6480.222,612.5086
44.19859,S,44.19859,0.4714962,0.005484364,0.3519897,0.00001142026,0,13.13735,5.00349,0.0001624614,36.90212,45.26463,2.654764,-19.923603566712,-19.92231,-0.2270316,522.236506254223,-521.8553,9.681296,-87.80519,-88.93719,6428.126,613.4778
44.29857,S,44.29857,0.4732,0.005366713,0.3519032,0.00001118631,0,13.13735,5.048499,0.0001606031,36.90212,45.26463,2.654764,-19.813378142265,-19.81207,-0.2276746,524.220397054437,-523.8415,9.658558,-87.81609,-88.94371,6375.832,614.4449
44.39856,S,44.39856,0.474893,0.005259276,0.3518173,0.00001095855,0,13.13735,5.093581,0.0001587757,36.90212,45.26463,2.654764,-19.7029828321925,-19.70166,-0.2283106,526.193311715458,-525.8167,9.635756,-87.82685,-88.95016,6323.338,615.4096
44.49854,S,44.49854,0.476575,0.00515594,0.3517319,0.00001074089,0,13.13735,5.138728,0.0001570384,36.90212,45.26463,2.654764,-19.5924176194324,-19.59108,-0.228938,528.154949976212,-527.7806,9.612887,-87.83749,-88.95654,6270.648,616.3721
44.59852,S,44.59852,0.478246,0.005059708,0.351647,0.00001053602,0,13.13735,5.18394,0.0001554349,36.90212,45.26463,2.654764,-19.4817025038092,-19.48035,-0.2295568,530.105611478086,-529.7335,9.58996,-87.84801,-88.96287,6217.762,617.3322
44.69851,S,44.69851,0.4799064,0.004958795,0.3515627,0.00001033625,0,13.13735,5.229221,0.0001538556,36.90212,45.26463,2.654764,-19.3708174986161,-19.36945,-0.2301679,532.04539569362,-531.6755,9.566972,-87.85841,-88.96913,6164.681,618.2901
44.79849,S,44.79849,0.4815558,0.004861767,0.3514788,0.00001012946,0,13.13735,5.274561,0.00015212,36.90212,45.26463,2.654764,-19.2597826063851,-19.2584,-0.2307715,533.974102349803,-533.6064,9.543921,-87.86871,-88.97533,6111.407,619.2457
44.89847,S,44.89847,0.4831943,0.00475626,0.3513955,0.00000990443,0,13.13735,5.319958,0.0001500554,36.90212,45.26463,2.654764,-19.1486078183309,-19.14721,-0.2313668,535.891731181699,-535.5262,9.520812,-87.8789,-88.98148,6057.94,620.1989
44.99846,S,44.99846,0.4848219,0.004664574,0.3513126,0.000009722388,0,13.13735,5.365413,0.00014859,36.90212,45.26463,2.654764,-19.0372931492383,-19.03588,-0.2319549,537.798281825278,-537.4349,9.497643,-87.88897,-88.98756,6004.283,621.1498
45.09844,S,45.09844,0.4864383,0.004580839,0.3512302,0.000009541885,0,13.13735,5.410917,0.0001471016,36.90212,45.26463,2.654764,-18.9258685580651,-18.92444,-0.2325325,539.693554093138,-539.3323,9.474417,-87.89892,-88.99359,5950.435,622.0984
45.19842,S,45.19842,0.4880437,0.004492809,0.3511483,0.000009352791,0,13.13735,5.456468,0.0001454332,36.90212,45.26463,2.654764,-18.8143140953534,-18.81287,-0.2331035,541.577447733595,-541.2183,9.451133,-87.90877,-88.99957,5896.398,623.0447
45.2984,S,45.2984,0.4896382,0.004410203,0.3510668,0.00000918833,0,13.13735,5.502069,0.0001441025,36.90212,45.26463,2.654764,-18.7026497303258,-18.70119,-0.2336654,543.450362136367,-543.0933,9.427792,-87.91851,-89.00548,5842.173,623.9886
45.39839,S,45.39839,0.4912219,0.004327746,0.3509858,0.000009010113,0,13.13735,5.547719,0.0001425119,36.90212,45.26463,2.654764,-18.590855507358,-18.58938,-0.2342215,545.31229700307,-544.9573,9.404394,-87.92815,-89.01134,5787.761,624.9302
45.49837,S,45.49837,0.4927946,0.004246731,0.3509052,0.000008847796,0,13.13735,5.59341,0.0001411286,36.90212,45.26463,2.654764,-18.4789713684379,-18.47748,-0.2347673,547.16305217072,-546.8101,9.380941,-87.93768,-89.01714,5733.163,625.8695
45.59835,S,45.59835,0.4943564,0.004161041,0.350825,0.000008662859,0,13.13735,5.639143,0.0001393394,36.90212,45.26463,2.654764,-18.3669673629993,-18.36546,-0.2353064,549.002627384136,-548.6517,9.357435,-87.94712,-89.0229,5678.381,626.8064
45.69834,S,45.69834,0.495907,0.00408569,0.3507453,0.000008512132,0,13.13735,5.68491,0.0001380567,36.90212,45.26463,2.654764,-18.2548934567501,-18.25337,-0.2358363,550.830822452496,-550.4819,9.333876,-87.95645,-89.02859,5623.415,627.741
45.79832,S,45.79832,0.4974468,0.004002858,0.350666,0.000008345742,0,13.13735,5.730712,0.0001364786,36.90212,45.26463,2.654764,-18.1427296643309,-18.14119,-0.2363579,552.647936873183,-552.301,9.310263,-87.96569,-89.03424,5568.267,628.6732
45.8983,S,45.8983,0.4989755,0.003933346,0.3505871,0.000008192324,0,13.13735,5.776546,0.0001350708,36.90212,45.26463,2.654764,-18.0304959909173,-18.02894,-0.2368716,554.453870506624,-554.1089,9.286599,-87.97482,-89.03984,5512.937,629.603
45.99829,S,45.99829,0.5004935,0.00385957,0.3505086,0.000008044147,0,13.13735,5.822416,0.0001337101,36.90212,45.26463,2.654764,-17.9181624329416,-17.91659,-0.2373768,556.248822896539,-555.9058,9.262884,-87.98386,-89.04539,5457.427,630.5305
46.09827,S,46.09827,0.5020006,0.00379552,0.3504305,0.000007901689,0,13.13735,5.868315,0.0001324062,36.90212,45.26463,2.654764,-17.8057590068319,-17.80417,-0.2378748,558.032593875575,-557.6915,9.239118,-87.99281,-89.05089,5401.737,631.4556
46.19825,S,46.19825,0.5034964,0.003726946,0.3503527,0.000007764635,0,13.13735,5.914231,0.000131156,36.90212,45.26463,2.654764,-17.6933256652555,-17.69172,-0.2383622,559.804783565134,-559.4656,9.215304,-88.00166,-89.05633,5345.871,632.3783
46.29824,S,46.29824,0.5049814,0.003658159,0.3502753,0.00000762594,0,13.13735,5.960175,0.0001298418,36.90212,45.26463,2.654764,-17.5808124734275,-17.57919,-0.2388434,561.565991216119,-561.2287,9.191442,-88.01042,-89.06173,5289.827,633.2986
46.39822,S,46.39822,0.5064554,0.003588825,0.3501983,0.000007471177,0,13.13735,6.006135,0.0001282151,36.90212,45.26463,2.654764,-17.4682594123957,-17.46662,-0.2393171,563.315916865757,-562.9805,9.167533,-88.0191,-89.06708,5233.607,634.2166
46.4982,S,46.4982,0.5079183,0.003526774,0.3501216,0.00000734726,0,13.13735,6.052114,0.0001270808,36.90212,45.26463,2.654764,-17.3556764348984,-17.35402,-0.2397798,565.054460200928,-564.7209,9.143576,-88.02768,-89.07239,5177.214,635.1321
46.59819,S,46.59819,0.5093704,0.003460958,0.3500454,0.000007213467,0,13.13735,6.098105,0.0001257415,36.90212,45.26463,2.654764,-17.2430436189503,-17.24137,-0.2402369,566.781920842687,-566.4502,9.119572,-88.03617,-89.07764,5120.646,636.0453
46.69817,S,46.69817,0.5108113,0.003404651,0.3499694,0.000007085421,0,13.13735,6.144104,0.0001244674,36.90212,45.26463,2.654764,-17.1304009044806,-17.12871,-0.2406842,568.497898828536,-568.168,9.095523,-88.04457,-89.08286,5063.907,636.9561
46.79815,S,46.79815,0.5122414,0.003346834,0.3498937,0.000006968379,0,13.13735,6.190118,0.0001233541,36.90212,45.26463,2.654764,-17.0177183269453,-17.01601,-0.2411239,570.202893641966,-569.8748,9.07143,-88.05289,-89.08803,5006.995,637.8644
