0.11, 0, 0, 5, 0.4513267, 0, 465.7213, -918.4833, -2.135472, 0.005027314, 0.08000609, 27.97216, 1.149665, 1.014294, 1.734653
0.3799999, -0.2476439, -0.06219546, 5, 0.4456992, 0.1950561370943485521975, 5142.748, -927.0331, -2.135472, 0.005027314, 0.08000609, 93.01524, 1.149665, 1.000877, 1.774192
 
0.3899999, -0.2410878, -0.0646719, 5, 0.4460615, 0.1849989083789514684907058776, 5412.223, -927.3652, -2.135472, 0.005027314, 0.08000609, 95.42484, 1.149665, 1.00038, 1.775657
 
0.3999999, -0.2334739, -0.06708279, 5, 0.446435, 0.1751619408096719924100, 5688.688, -927.6985, -2.135472, 0.005027314, 0.08000609, 97.83566, 1.149665, 0.9998826, 1.777121
 
0.4099999, -0.2247753, -0.06941752, 5, 0.4468774, 0.1655275790453725592100, 5972.252, -928.0328, -2.135472, 0.005027314, 0.08000609, 100.2486, 1.149665, 0.9993857, 1.778585
 
0.4199999, -0.2149558, -0.07166527, 5, 0.4473944, 0.1560796749081868497217941224, 6262.928, -928.3684, -2.135472, 0.005027314, 0.08000609, 102.6635, 1.149665, 0.9988887, 1.78005
 
0.4299999, -0.2039849, -0.07381483, 5, 0.4479175, 0.146805596934536156175, 6560.727, -928.705, -2.135472, 0.005027314, 0.08000609, 105.0805, 1.149665, 0.9983918, 1.781514
 
0.4399998, -0.1918391, -0.07585468, 5, 0.448435, 0.1376959432964196278925, 6865.662, -929.0426, -2.135472, 0.005027314, 0.08000609, 107.4996, 1.149665, 0.9978948, 1.782979
 
0.4499998, -0.1784994, -0.07777307, 5, 0.4489526, 0.1287437523349342773517941224, 7177.743, -929.3815, -2.135472, 0.005027314, 0.08000609, 109.9207, 1.149665, 0.9973979, 1.784443
 
0.4599998, -0.1639526, -0.07955807, 5, 0.4494703, 0.1199440001725190944875, 7496.982, -929.7214, -2.135472, 0.005027314, 0.08000609, 112.3437, 1.149665, 0.996901, 1.785908
 
0.4699998, -0.1481894, -0.0811976, 5, 0.449994, 0.1112926677071291468100, 7823.394, -930.0624, -2.135472, 0.005027314, 0.08000609, 114.7688, 1.149665, 0.9964041, 1.787372
 
0.4799998, -0.1312094, -0.08267949, 5, 0.4505122, 0.1027884630845342962575, 8156.986, -930.4046, -2.135472, 0.005027314, 0.08000609, 117.1958, 1.149665, 0.9959071, 1.788836
 
0.4899998, -0.11302, -0.08399158, 5, 0.4510305, 0.094431673383452191800, 8497.767, -930.7478, -2.135472, 0.005027314, 0.08000609, 119.6248, 1.149665, 0.9954101, 1.790301
 
0.4999998, -0.0936374, -0.08512178, 5, 0.4515547, 0.0862241646155475517425, 8845.754, -931.0921, -2.135472, 0.005027314, 0.08000609, 122.0557, 1.149665, 0.9949132, 1.791765
 
0.5099998, -0.07306507, -0.08605815, 5, 0.4517644, 0.0781685204892792168150, 9200.432, -931.4377, -2.135472, 0.005027314, 0.08000609, 124.4851, 1.149665, 0.9944162, 1.79323
 
0.5199998, -0.05135133, -0.0867888, 5, 0.4516582, 0.0702715734781273042731794122, 9561.782, -931.7842, -2.135472, 0.005027314, 0.08000609, 126.9128, 1.149665, 0.9939193, 1.794694
 
0.5299998, -0.02854431, -0.08730232, 5, 0.4515621, 0.0625387565468230337955705878, 9929.783, -932.1319, -2.135472, 0.005027314, 0.08000609, 129.3389, 1.149665, 0.9934224, 1.796159
 
0.5399998, -0.004703483, -0.08758777, 5, 0.451453, 0.0549767945143277631225, 10304.41, -932.4807, -2.135472, 0.005027314, 0.08000609, 131.7634, 1.149665, 0.9929254, 1.797623
 
0.5499998, 0.02010359, -0.0876348, 5, 0.4513481, 0.04759279975587095840700, 10685.65, -932.8306, -2.135472, 0.005027314, 0.08000609, 134.1862, 1.149665, 0.9924285, 1.799087
 
0.5599998, 0.04579708, -0.08743376, 5, 0.4512416, 0.0403950257845850275365705878, 11073.46, -933.1815, -2.135472, 0.005027314, 0.08000609, 136.6073, 1.149665, 0.9919316, 1.800552
 
0.5699998, 0.07227923, -0.08697579, 5, 0.4511278, 0.0333937787264337120735705878, 11467.83, -933.5336, -2.135472, 0.005027314, 0.08000609, 139.0266, 1.149665, 0.9914346, 1.802016
 
0.5799997, 0.09944692, -0.08625299, 5, 0.4510243, 0.0265986757184583242826794122, 11868.73, -933.8868, -2.135472, 0.005027314, 0.08000609, 141.4441, 1.149665, 0.9909377, 1.803481
 
0.5899997, 0.1271785, -0.08525853, 5, 0.4509073, 0.0200211927323965946609294122, 12276.14, -934.2412, -2.135472, 0.005027314, 0.08000609, 143.8599, 1.149665, 0.9904407, 1.804945
 
0.5999997, 0.1553413, -0.08398674, 5, 0.4507948, 0.0136729564563133064933205878, 12690.04, -934.5966, -2.135472, 0.005027314, 0.08000609, 146.2738, 1.149665, 0.9899438, 1.806409
 
0.6099997, 0.1837848, -0.08243333, 5, 0.4509937, 0.00756657682288154963550, 13111.01, -934.9531, -2.135472, 0.005027314, 0.08000609, 148.6895, 1.149665, 0.9894469, 1.807874
 
0.6199997, 0.21236, -0.08059548, 5, 0.4515116, 0.0017137006156760628986179412, 13539.08, -935.3107, -2.135472, 0.005027314, 0.08000609, 151.1068, 1.149665, 0.98895, 1.809338
 
0.6299997, 0.2408988, -0.07847188, 5, 0.4520178, -0.003872709843504458360625, 13974.24, -935.6694, -2.135472, 0.005027314, 0.08000609, 153.5258, 1.149665, 0.988453, 1.810803
 
0.6399997, 0.2692213, -0.07606289, 5, 0.452536, -0.00917966496038317084125, 14416.51, -936.0292, -2.135472, 0.005027314, 0.08000609, 155.9465, 1.149665, 0.9879561, 1.812267
 
0.6499997, 0.2971347, -0.07337067, 5, 0.4530542, -0.0141941478682050115283205878, 14865.88, -936.3903, -2.135472, 0.005027314, 0.08000609, 158.3688, 1.149665, 0.9874592, 1.813732
 
0.6599997, 0.3244344, -0.07039933, 5, 0.4535668, -0.0189032077283203283414294122, 15322.36, -936.7523, -2.135472, 0.005027314, 0.08000609, 160.7927, 1.149665, 0.9869623, 1.815196
 
0.6699997, 0.3509092, -0.06715499, 5, 0.4540796, -0.02329480158852331637100, 15785.97, -937.1155, -2.135472, 0.005027314, 0.08000609, 163.2182, 1.149665, 0.9864653, 1.816661
 
0.6799996, 0.3763421, -0.0636459, 5, 0.4545864, -0.02735777644063360021125, 16256.7, -937.4797, -2.135472, 0.005027314, 0.08000609, 165.6453, 1.149665, 0.9859684, 1.818125
 
0.6899996, 0.4005036, -0.05988248, 5, 0.4551114, -0.0310809290376947852685705878, 16734.55, -937.8451, -2.135472, 0.005027314, 0.08000609, 168.074, 1.149665, 0.9854714, 1.819589
 
0.6999996, 0.42316, -0.05587744, 5, 0.4556246, -0.03445403220039084229575, 17219.54, -938.2117, -2.135472, 0.005027314, 0.08000609, 170.5043, 1.149665, 0.9849744, 1.821054
 
0.7099996, 0.4440594, -0.05164584, 5, 0.4556409, -0.03746858839867914647175, 17710.51, -938.5793, -2.135472, 0.005027314, 0.08000609, 172.9305, 1.149665, 0.9844775, 1.822518
 
0.7199996, 0.4629643, -0.04720525, 5, 0.4551404, -0.0401172699482918513766794122, 18207.41, -938.9479, -2.135472, 0.005027314, 0.08000609, 175.3525, 1.149665, 0.9839806, 1.823983
 
0.7299996, 0.4796411, -0.04257561, 5, 0.4546555, -0.0423942563282284806044294122, 18710.2, -939.3178, -2.135472, 0.005027314, 0.08000609, 177.7704, 1.149665, 0.9834836, 1.825447
 
0.7399996, 0.4938471, -0.03777919, 5, 0.4541619, -0.04429358347812987680325, 19218.83, -939.6887, -2.135472, 0.005027314, 0.08000609, 180.1841, 1.149665, 0.9829867, 1.826911
 
0.7499996, 0.5053632, -0.03284072, 5, 0.4536598, -0.0458127538131525657038205878, 19733.24, -940.0608, -2.135472, 0.005027314, 0.08000609, 182.5935, 1.149665, 0.9824898, 1.828376
 
0.7599996, 0.5139716, -0.02778709, 5, 0.4531612, -0.04694995156040756111025, 20253.4, -940.434, -2.135472, 0.005027314, 0.08000609, 184.9987, 1.149665, 0.9819928, 1.82984
 
0.7699996, 0.5194653, -0.02264737, 5, 0.45266, -0.0477049614108564827556794122, 20779.24, -940.8082, -2.135472, 0.005027314, 0.08000609, 187.3996, 1.149665, 0.9814959, 1.831305
 
0.7799996, 0.5216664, -0.01745272, 5, 0.4521563, -0.04808088381464979597675, 21310.71, -941.1835, -2.135472, 0.005027314, 0.08000609, 189.7962, 1.149665, 0.9809989, 1.832769
 
0.7899995, 0.5204036, -0.01223606, 5, 0.451644, -0.0480814579720850221470705878, 21847.78, -941.5601, -2.135472, 0.005027314, 0.08000609, 192.1884, 1.149665, 0.980502, 1.834234
 
0.7999995, 0.5155399, -0.007032021, 5, 0.4511293, -0.0477137316656806587891794122, 22390.38, -941.9376, -2.135472, 0.005027314, 0.08000609, 194.5761, 1.149665, 0.980005, 1.835698
 
0.8099995, 0.5069682, -0.001876622, 5, 0.4506725, -0.0469870277767918538160705878, 22938.57, -942.3162, -2.135472, 0.005027314, 0.08000609, 196.96, 1.149665, 0.9795081, 1.837162
 
0.8199995, 0.4945985, 0.00319306, 5, 0.4502498, -0.04591196104100418028125, 23492.32, -942.696, -2.135472, 0.005027314, 0.08000609, 199.3398, 1.149665, 0.9790112, 1.838627
 
0.8299995, 0.4783844, 0.008139044, 5, 0.4498249, -0.04450248348399509104800, 24051.58, -943.077, -2.135472, 0.005027314, 0.08000609, 201.7157, 1.149665, 0.9785142, 1.840091
 
0.8399995, 0.4583154, 0.01292289, 5, 0.4494098, -0.0427748006993759422425, 24616.31, -943.4589, -2.135472, 0.005027314, 0.08000609, 204.0876, 1.149665, 0.9780173, 1.841556
 
0.8499995, 0.4344178, 0.01750604, 5, 0.448974, -0.0407473072559800916175, 25186.47, -943.842, -2.135472, 0.005027314, 0.08000609, 206.4555, 1.149665, 0.9775203, 1.84302
 
0.8599995, 0.4067588, 0.02185022, 5, 0.4485421, -0.03844055081302326420075, 25762.01, -944.2263, -2.135472, 0.005027314, 0.08000609, 208.8194, 1.149665, 0.9770234, 1.844485
 
0.8699995, 0.3754583, 0.02591781, 5, 0.4481201, -0.03587811488716032287775, 26342.88, -944.6116, -2.135472, 0.005027314, 0.08000609, 211.1792, 1.149665, 0.9765264, 1.845949
 
0.8799995, 0.340683, 0.02967239, 5, 0.4476774, -0.0330857504393643084878205878, 26929.02, -944.998, -2.135472, 0.005027314, 0.08000609, 213.5348, 1.149665, 0.9760295, 1.847413
 
0.8899994, 0.3026462, 0.03307922, 5, 0.4472446, -0.03009112468104885582375, 27520.38, -945.3856, -2.135472, 0.005027314, 0.08000609, 215.8863, 1.149665, 0.9755326, 1.848878
 
0.8999994, 0.2616011, 0.03610568, 5, 0.4468096, -0.0269231105542413665039294122, 28116.92, -945.7743, -2.135472, 0.005027314, 0.08000609, 218.2336, 1.149665, 0.9750356, 1.850342
 
0.9099994, 0.2178586, 0.0387217, 5, 0.4460956, -0.0236137173359596289136794122, 28717.8, -946.164, -2.135472, 0.005027314, 0.08000609, 220.5737, 1.149665, 0.9745387, 1.851807
 
0.9199994, 0.1717645, 0.04090028, 5, 0.4451198, -0.02019445191546561751050, 29322.94, -946.5549, -2.135472, 0.005027314, 0.08000609, 222.9065, 1.149665, 0.9740418, 1.853271
 
0.9299994, 0.1237399, 0.04261793, 5, 0.444128, -0.01670015129514617834325, 29932.27, -946.9468, -2.135472, 0.005027314, 0.08000609, 225.2319, 1.149665, 0.9735448, 1.854735
 
0.9399994, 0.07422978, 0.04385533, 5, 0.4431386, -0.0131650854969206572056794122, 30545.7, -947.3399, -2.135472, 0.005027314, 0.08000609, 227.55, 1.149665, 0.9730479, 1.8562
 
0.9499994, 0.02372698, 0.04459763, 5, 0.4421455, -0.00962465850364289801400, 31163.16, -947.7341, -2.135472, 0.005027314, 0.08000609, 229.8607, 1.149665, 0.9725509, 1.857664
 
0.9599994, -0.02810608, 0.0448349, 5.035929, 0.4411548, -0.0061144565931528895754179412, 31784.57, -948.1293, -2.135472, 0.005027314, 0.08000609, 232.1638, 1.149665, 0.972054, 1.859129
 
0.9699994, -0.08002909, 0.04455383, 5.081384, 0.4401542, -0.002670350251220777390850, 32409.85, -948.5258, -2.135472, 0.005027314, 0.08000609, 234.4595, 1.149665, 0.971557, 1.860593
 
0.9799994, -0.131177, 0.04375355, 5.126702, 0.4391497, 0.0006724168727631640155982059, 33038.93, -948.9233, -2.135472, 0.005027314, 0.08000609, 236.7477, 1.149665, 0.9710601, 1.862058
 
0.9899994, -0.180886, 0.04244177, 5.171875, 0.4381353, 0.0038782554866326495155679412, 33671.72, -949.322, -2.135472, 0.005027314, 0.08000609, 239.0282, 1.149665, 0.9705632, 1.863522
 
0.9999993, -0.2285031, 0.04063291, 5.21692, 0.4371295, 0.006914078476324382212200, 34308.14, -949.7217, -2.135472, 0.005027314, 0.08000609, 241.3011, 1.149665, 0.9700662, 1.864987
 
1.009999, -0.2733819, 0.03834789, 5.261818, 0.4361137, 0.00974888464173754855725, 34948.11, -950.1224, -2.135472, 0.005027314, 0.08000609, 243.5664, 1.149665, 0.9695693, 1.866451
 
1.019999, -0.3148486, 0.03561407, 5.306219, 0.434801, 0.01235226516970517422650, 35590.64, -950.5245, -2.135472, 0.005027314, 0.08000609, 245.8207, 1.149665, 0.9690723, 1.867915
 
1.029999, -0.3522862, 0.03246558, 5.350119, 0.4331901, 0.01469779159348049504175, 36235.61, -950.9275, -2.135472, 0.005027314, 0.08000609, 248.0641, 1.149665, 0.9685754, 1.86938
 
1.039999, -0.3851323, 0.02894272, 5.393796, 0.4315614, 0.01676292823372806685800, 36882.93, -951.3317, -2.135472, 0.005027314, 0.08000609, 250.2965, 1.149665, 0.9680784, 1.870844
 
1.049999, -0.4128239, 0.0250914, 5.437284, 0.4299461, 0.01852622313327157039200, 37532.49, -951.7369, -2.135472, 0.005027314, 0.08000609, 252.5179, 1.149665, 0.9675815, 1.872309
 
1.059999, -0.4349024, 0.02096316, 5.480547, 0.4283129, 0.01997263336730619961575, 38184.17, -952.1433, -2.135472, 0.005027314, 0.08000609, 254.7282, 1.149665, 0.9670846, 1.873773
 
1.069999, -0.4509387, 0.01661413, 5.523604, 0.4266807, 0.02108901073056363170325, 38837.88, -952.5507, -2.135472, 0.005027314, 0.08000609, 256.9273, 1.149665, 0.9665876, 1.875237
 
1.079999, -0.4606157, 0.01210475, 5.566444, 0.4250368, 0.0218683146174935974349294122, 39493.52, -952.9594, -2.135472, 0.005027314, 0.08000609, 259.1153, 1.149665, 0.9660907, 1.876702
 
1.089999, -0.463673, 0.00749859, 5.609074, 0.4233938, 0.02230632497094644164275, 40150.99, -953.3691, -2.135472, 0.005027314, 0.08000609, 261.2921, 1.149665, 0.9655938, 1.878166
 
1.099999, -0.459987, 0.00286186, 5.65149, 0.4217454, 0.02240551784486210200200, 40810.18, -953.7798, -2.135472, 0.005027314, 0.08000609, 263.4577, 1.149665, 0.9650968, 1.879631
 
1.109999, -0.4494956, -0.00173801, 5.693684, 0.4200854, 0.02217090993983142249375, 41470.98, -954.1918, -2.135472, 0.005027314, 0.08000609, 265.6121, 1.149665, 0.9645998, 1.881095
 
1.119999, -0.4322953, -0.006232966, 5.73589, 0.4186096, 0.0216143719608291880275, 42133.95, -954.6047, -2.135472, 0.005027314, 0.08000609, 267.7571, 1.149665, 0.9641029, 1.88256
 
1.129999, -0.408553, -0.01055592, 5.778104, 0.4173124, 0.02075066693091049688550, 42798.99, -955.0189, -2.135472, 0.005027314, 0.08000609, 269.8929, 1.149665, 0.963606, 1.884024
 
1.139999, -0.3785645, -0.01464145, 5.82014, 0.4160108, 0.0195996248124970234401794122, 43466.02, -955.4341, -2.135472, 0.005027314, 0.08000609, 272.0193, 1.149665, 0.963109, 1.885489
 
1.149999, -0.3427512, -0.01842709, 5.861993, 0.4146983, 0.01818584107472312788725, 44134.96, -955.8505, -2.135472, 0.005027314, 0.08000609, 274.1364, 1.149665, 0.9626121, 1.886953
 
1.159999, -0.3016286, -0.02185461, 5.90368, 0.4133941, 0.0165369757520344320255705878, 44805.72, -956.2679, -2.135472, 0.005027314, 0.08000609, 276.244, 1.149665, 0.9621152, 1.888417
 
1.169999, -0.2558421, -0.02487089, 5.945173, 0.4120729, 0.01468520319171158770725, 45478.2, -956.6865, -2.135472, 0.005027314, 0.08000609, 278.3423, 1.149665, 0.9616182, 1.889882
 
1.179999, -0.2061165, -0.02742931, 5.986491, 0.4107598, 0.0126649082471607850050, 46152.2, -957.1061, -2.135472, 0.005027314, 0.08000609, 280.4307, 1.149665, 0.9611213, 1.891346
 
1.189999, -0.1532933, -0.02949048, 6.027601, 0.4094232, 0.0105140427248552895225, 46827.64, -957.5269, -2.135472, 0.005027314, 0.08000609, 282.5092, 1.149665, 0.9606243, 1.892811
 
1.199999, -0.09825242, -0.03102341, 6.068542, 0.4081012, 0.00827086704088976773650, 47504.44, -957.9488, -2.135472, 0.005027314, 0.08000609, 284.5778, 1.149665, 0.9601274, 1.894275
 
1.209999, -0.04194819, -0.03200593, 6.109284, 0.4067684, 0.00597534255276095627100, 48182.48, -958.3718, -2.135472, 0.005027314, 0.08000609, 286.6365, 1.149665, 0.9596304, 1.895739
 
1.219999, 0.01453362, -0.03242541, 6.145308, 0.4017273, 0.003669440886685928662425, 48847.66, -958.7959, -2.135472, 0.005027314, 0.08000609, 288.6437, 1.149665, 0.9591335, 1.897204
 
1.229999, 0.07013075, -0.03228008, 6.176595, 0.3929666, 0.001393130577129362759025, 49499.59, -959.2211, -2.135472, 0.005027314, 0.08000609, 290.5994, 1.149665, 0.9586366, 1.898668
 
1.239999, 0.1238241, -0.03157877, 6.206844, 0.3841855, -0.000813612664476122366700, 50137.84, -959.6474, -2.135472, 0.005027314, 0.08000609, 292.5033, 1.149665, 0.9581396, 1.900133
 
1.249999, 0.1745917, -0.03034053, 6.236041, 0.3753743, -0.0029140370206971127523179412, 50762.06, -960.0748, -2.135472, 0.005027314, 0.08000609, 294.3555, 1.149665, 0.9576427, 1.901597
 
1.259999, 0.2214383, -0.02859461, 6.264201, 0.3665491, -0.0048729968795254045377070588, 51371.88, -960.5033, -2.135472, 0.005027314, 0.08000609, 296.1556, 1.149665, 0.9571458, 1.903062
 
1.269999, 0.2634342, -0.02638023, 6.2913, 0.3576905, -0.0066582489947882895421570588, 51966.93, -960.933, -2.135472, 0.005027314, 0.08000609, 297.9037, 1.149665, 0.9566488, 1.904526
 
1.279999, 0.2997258, -0.02374589, 6.317349, 0.3488115, -0.00824061612101750752275, 52546.86, -961.3637, -2.135472, 0.005027314, 0.08000609, 299.5997, 1.149665, 0.9561518, 1.90599
 
1.289999, 0.3296106, -0.02074863, 6.342346, 0.3399119, -0.00959654632021712262675, 53111.34, -961.7955, -2.135472, 0.005027314, 0.08000609, 301.2433, 1.149665, 0.9556549, 1.907455
 
1.299999, 0.3524893, -0.01745252, 6.366278, 0.3309821, -0.01070612709483421534950, 53660.05, -962.2285, -2.135472, 0.005027314, 0.08000609, 302.8346, 1.149665, 0.955158, 1.908919
 
1.309999, 0.3680378, -0.01392763, 6.393592, 0.3256623, -0.0115548466156916302575, 54207.12, -962.6625, -2.135472, 0.005027314, 0.08000609, 304.414, 1.149665, 0.954661, 1.910384
 
1.319999, 0.3759134, -0.01024725, 6.424308, 0.3239727, -0.01213191789997370730300, 54752.45, -963.0977, -2.135472, 0.005027314, 0.08000609, 305.9814, 1.149665, 0.9541641, 1.911848
 
1.329999, 0.3759453, -0.00648812, 6.454775, 0.3222619, -0.01243302758994777071175, 55296.03, -963.5339, -2.135472, 0.005027314, 0.08000609, 307.5369, 1.149665, 0.9536672, 1.913313
 
1.339999, 0.3681798, -0.002728666, 6.485009, 0.3205523, -0.01246014217482971592825, 55837.65, -963.9714, -2.135472, 0.005027314, 0.08000609, 309.0803, 1.149665, 0.9531702, 1.914777
 
1.349999, 0.352784, 0.0009531315, 6.515013, 0.3188409, -0.01221913959136340561325, 56377.37, -964.4099, -2.135472, 0.005027314, 0.08000609, 310.6117, 1.149665, 0.9526733, 1.916241
 
1.359999, 0.3330467, 0.004480971, 6.592944, 0.3171209, -0.01178853196676500052322, 56915.13, -972.3116, -2.135472, 0.005027314, 0.08000609, 312.1313, 1.150284, 0.9521763, 1.917706
 
1.369999, 0.3090079, 0.007811439, 6.706117, 0.3153991, -0.01117830562767575523597, 57450.74, -985.6182, -2.135472, 0.005027314, 0.08000609, 313.6386, 1.151591, 0.9516794, 1.91917
 
1.379999, 0.2775226, 0.01090152, 6.795863, 0.3136721, -0.0103250175166376166960, 57983.9, -995.2532, -2.135472, 0.005027314, 0.08000609, 315.1331, 1.152893, 0.9511824, 1.920635
 
1.389999, 0.2391131, 0.01367674, 6.864261, 0.3119301, -0.00924530811269109342654, 58514.46, -1001.587, -2.135472, 0.005027314, 0.08000609, 316.6145, 1.154193, 0.9506855, 1.922099
 
1.399999, 0.1944969, 0.01606788, 6.91341, 0.3101927, -0.00796223200052682565125, 59042.21, -1004.981, -2.135472, 0.005027314, 0.08000609, 318.0824, 1.155492, 0.9501886, 1.923564
 
1.409999, 0.1446125, 0.01801284, 6.942338, 0.3060226, -0.006506202596410013772289, 59556.75, -1005.784, -2.135472, 0.005027314, 0.08000609, 319.5092, 1.156791, 0.9496916, 1.925028
 
1.419999, 0.09049075, 0.01945897, 6.953411, 0.299427, -0.004909848952132388512465, 60057.99, -1004.382, -2.135472, 0.005027314, 0.08000609, 320.895, 1.158065, 0.9491947, 1.926492
 
1.429999, 0.03347516, 0.02036388, 6.951646, 0.292804, -0.0032149026265294560828751026, 60545.74, -1001.198, -2.135472, 0.005027314, 0.08000609, 322.24, 1.159315, 0.9486977, 1.927957
 
1.439999, -0.02499026, 0.02069863, 6.93943, 0.2861601, -0.001464887888968973369575, 61019.83, -996.6043, -2.135472, 0.005027314, 0.08000609, 323.544, 1.160539, 0.9482008, 1.929421
 
1.449999, -0.08333122, 0.02044873, 6.918907, 0.2795051, 0.0002935867293570545800348, 61480.07, -990.9357, -2.135472, 0.005027314, 0.08000609, 324.8072, 1.16172, 0.9477038, 1.930886
 
1.459999, -0.1397626, 0.01961541, 6.888167, 0.2697259, 0.0020112407437901167541635838, 61913.1, -984.4846, -2.135472, 0.005027314, 0.08000609, 325.9947, 1.162788, 0.9472069, 1.93235
 
