0.0,824.6969024566498,1546.864075452538,2169.829870655765,2704.5801070115376
51.96385495256737,762.7966373499331,1475.7054887293073,2092.528856994337,2623.5784831031165
104.7443627655158,699.7934345043506,1403.9183653959724,2015.1134463034866,2542.767226169806
158.49251184801795,636.0860385892995,1331.7745114142094,1937.78253012772,2461.622006364551
213.27283295312088,571.4942422771721,1259.2610971477106,1860.024094404008,2381.3887682265854
269.04684444347373,506.15546707094296,1186.1910603091221,1782.353704624258,2300.8268965133548
325.78967659319,440.0510082536942,1113.2699288784092,1705.3004917954343,2220.7940155150645
383.4441402525071,373.3237978090651,1039.9035878478776,1627.9644240618602,2140.9585821544233
441.92003531728267,306.1726873799812,966.5186578836127,1550.9450423178546,2061.6197568588213
500.97250697960743,238.35316187655818,893.119637257165,1473.5519929385657,1982.884724061404
560.9569550021147,170.46037684075924,819.7956985755962,1397.1726145494845,1903.858558121432
